ID,_Description,_Result,_When_Fails,_Require1_Type,_Require1_ID,_Require1_Value1,_Require1_Value2,_Require2_Type,_Require2_ID,_Require2_Value1,_Require2_Value2,_Require3_Type,_Require3_ID,_Require3_Value1,_Require3_Value2,_Require4_Type,_Require4_ID,_Require4_Value1,_Require4_Value2,_Item_OptionType,_Item_OptionClass,_Item_OptionGroup,_Item_OptionLevel,_Item_OptionGroup_Check,_Enchant_Material,_Enchant_Material_Count,_Consumption_OP_Min,_Consumption_OP_Max,_Probability_Modifier,_Probability_Min,_Probability_Max,_Error,_charge,_Enchant_type
162,Lv 2. ??? ??,502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,500,1,1,300190025,1,5,15,10,5,95,,2500,1
163,Lv 3. ??? ??,503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,500,2,1,300190025,1,5,15,10,5,95,,5000,1
164,Lv 4. ??? ??,504,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,500,3,1,300190025,1,5,15,10,5,95,,8000,1
165,Lv 5. ??? ??,505,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,500,4,1,300190025,1,5,15,10,5,95,,12000,1
166,Lv 6. ??? ??,506,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,500,5,1,300190025,1,5,15,10,5,95,,18000,1
167,Lv 7. ??? ??,507,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,500,6,1,300190025,1,5,15,10,5,95,,27000,1
168,Lv 8. ??? ??,508,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,500,7,1,300190025,1,5,15,10,5,95,,55000,1
169,Lv 9. ??? ??,509,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,500,8,1,300190025,1,5,15,10,5,95,,68500,1
170,Lv 10. ??? ??,510,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,500,9,1,300190025,1,5,15,10,5,95,,89000,1
171,Lv 11. ??? ??,541,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,500,10,1,300190025,1,5,15,-70,70,70,,300000,1
172,Lv 12. ??? ??,542,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,500,11,1,300190025,1,5,15,-70,60,60,,500000,1
173,Lv 13. ??? ??,543,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,500,12,1,300190028,1,5,15,-70,50,50,,0,1
174,Lv 14. ??? ??,544,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,500,13,1,300190028,1,5,15,-70,40,40,,0,1
175,Lv 15. ??? ??,545,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,500,14,1,300190028,1,5,15,-70,30,30,,0,1
176,Lv 16. ??? ??,590,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,500,15,1,300190028,1,5,15,-70,50,50,,0,1
177,Lv 17. ??? ??,591,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,500,16,1,300190028,1,5,15,-70,50,50,,0,1
178,Lv 18. ??? ??,592,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,500,17,1,300190028,1,5,15,-70,50,50,,0,1
179,Lv 19. ??? ??,593,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,500,18,1,300190028,1,5,15,-70,50,50,,0,1
180,Lv 20. ??? ??,594,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,500,19,1,300190028,1,5,15,-70,50,50,,0,1
181,Lv 1. ?? ??,701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,700,0,0,300190025,1,5,15,10,5,95,,1000,1
182,Lv 2. ?? ??,702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,700,1,1,300190025,1,5,15,10,5,95,,2500,1
183,Lv 3. ?? ??,703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,700,2,1,300190025,1,5,15,10,5,95,,5000,1
184,Lv 4. ?? ??,704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,700,3,1,300190025,1,5,15,10,5,95,,8000,1
185,Lv 5. ?? ??,705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,700,4,1,300190025,1,5,15,10,5,95,,12000,1
186,Lv 6. ?? ??,706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,700,5,1,300190025,1,5,15,10,5,95,,18000,1
187,Lv 7. ?? ??,707,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,700,6,1,300190025,1,5,15,10,5,95,,27000,1
188,Lv 8. ?? ??,708,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,700,7,1,300190025,1,5,15,10,5,95,,55000,1
189,Lv 9. ?? ??,709,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,700,8,1,300190025,1,5,15,10,5,95,,68500,1
190,Lv 10. ?? ??,710,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,700,9,1,300190025,1,5,15,10,5,95,,89000,1
191,Lv 11. ?? ??,741,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,700,10,1,300190025,1,5,15,-70,70,70,,300000,1
192,Lv 12. ?? ??,742,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,700,11,1,300190025,1,5,15,-70,60,60,,500000,1
193,Lv 13. ?? ??,743,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,700,12,1,300190028,1,5,15,-70,50,50,,0,1
194,Lv 14. ?? ??,744,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,700,13,1,300190028,1,5,15,-70,50,50,,0,1
195,Lv 15. ?? ??,745,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,700,14,1,300190028,1,5,15,-70,50,50,,0,1
196,Lv 16. ?? ??,790,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,700,15,1,300190028,1,5,15,-70,50,50,,0,1
197,Lv 17. ?? ??,791,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,700,16,1,300190028,1,5,15,-70,50,50,,0,1
198,Lv 18. ?? ??,792,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,700,17,1,300190028,1,5,15,-70,50,50,,0,1
199,Lv 19. ?? ??,793,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,700,18,1,300190028,1,5,15,-70,50,50,,0,1
200,Lv 20. ?? ??,794,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,700,19,1,300190028,1,5,15,-70,50,50,,0,1
201,Lv 1. ?? HP ??,901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,900,0,0,300190025,1,5,15,10,5,95,,1000,1
202,Lv 2. ?? HP ??,902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,900,1,1,300190025,1,5,15,10,5,95,,2500,1
203,Lv 3. ?? HP ??,903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,900,2,1,300190025,1,5,15,10,5,95,,5000,1
204,Lv 4. ?? HP ??,904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,900,3,1,300190025,1,5,15,10,5,95,,8000,1
205,Lv 5. ?? HP ??,905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,900,4,1,300190025,1,5,15,10,5,95,,12000,1
206,Lv 6. ?? HP ??,906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,900,5,1,300190025,1,5,15,10,5,95,,18000,1
207,Lv 7. ?? HP ??,907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,900,6,1,300190025,1,5,15,10,5,95,,27000,1
208,Lv 8. ?? HP ??,908,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,900,7,1,300190025,1,5,15,10,5,95,,55000,1
209,Lv 9. ?? HP ??,909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,900,8,1,300190025,1,5,15,10,5,95,,68500,1
210,Lv 10. ?? HP ??,910,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,900,9,1,300190025,1,5,15,10,5,95,,89000,1
211,Lv 11. ?? HP ??,941,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,900,10,1,300190025,1,5,15,-70,70,70,,300000,1
212,Lv 12. ?? HP ??,942,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,900,11,1,300190025,1,5,15,-70,60,60,,500000,1
213,Lv 13. ?? HP ??,943,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,900,12,1,300190028,1,5,15,-70,50,50,,0,1
214,Lv 14. ?? HP ??,944,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,900,13,1,300190028,1,5,15,-70,50,50,,0,1
215,Lv 15. ?? HP ??,945,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,900,14,1,300190028,1,5,15,-70,50,50,,0,1
216,Lv 16. ?? HP ??,990,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,900,15,1,300190028,1,5,15,-70,50,50,,0,1
217,Lv 17. ?? HP ??,991,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,900,16,1,300190028,1,5,15,-70,50,50,,0,1
218,Lv 18. ?? HP ??,992,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,900,17,1,300190028,1,5,15,-70,50,50,,0,1
219,Lv 19. ?? HP ??,993,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,900,18,1,300190028,1,5,15,-70,50,50,,0,1
220,Lv 20. ?? HP ??,994,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,900,19,1,300190028,1,5,15,-70,50,50,,0,1
221,Lv 1. ? ?? ??,5701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5700,0,0,300190025,1,5,15,10,5,95,,1000,1
222,Lv 2. ? ?? ??,5702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5700,1,1,300190025,1,5,15,10,5,95,,2500,1
223,Lv 3. ? ?? ??,5703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5700,2,1,300190025,1,5,15,10,5,95,,5000,1
224,Lv 4. ? ?? ??,5704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5700,3,1,300190025,1,5,15,10,5,95,,8000,1
225,Lv 5. ? ?? ??,5705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5700,4,1,300190025,1,5,15,10,5,95,,12000,1
226,Lv 6. ? ?? ??,5706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5700,5,1,300190025,1,5,15,10,5,95,,18000,1
227,Lv 7. ? ?? ??,5707,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5700,6,1,300190025,1,5,15,10,5,95,,27000,1
228,Lv 8. ? ?? ??,5708,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5700,7,1,300190025,1,5,15,10,5,95,,55000,1
229,Lv 9. ? ?? ??,5709,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5700,8,1,300190025,1,5,15,10,5,95,,68500,1
230,Lv 10. ? ?? ??,5710,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5700,9,1,300190025,1,5,15,10,5,95,,89000,1
231,Lv 11. ? ?? ??,5741,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,5700,10,1,300190025,1,5,15,-70,70,70,,300000,1
232,Lv 12. ? ?? ??,5742,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,5700,11,1,300190025,1,5,15,-70,60,60,,500000,1
233,Lv 13. ? ?? ??,5743,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,5700,12,1,300190028,1,5,15,-70,50,50,,0,1
234,Lv 14. ? ?? ??,5744,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,5700,13,1,300190028,1,5,15,-70,50,50,,0,1
235,Lv 15. ? ?? ??,5745,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,5700,14,1,300190028,1,5,15,-70,50,50,,0,1
236,Lv 16. ? ?? ??,5790,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,5700,15,1,300190028,1,5,15,-70,50,50,,0,1
237,Lv 17. ? ?? ??,5791,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,5700,16,1,300190028,1,5,15,-70,50,50,,0,1
238,Lv 18. ? ?? ??,5792,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,5700,17,1,300190028,1,5,15,-70,50,50,,0,1
239,Lv 19. ? ?? ??,5793,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,5700,18,1,300190028,1,5,15,-70,50,50,,0,1
240,Lv 20. ? ?? ??,5794,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,5700,19,1,300190028,1,5,15,-70,50,50,,0,1
241,Lv 1. ?? ???? ??,6101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6100,0,0,300190025,1,5,15,10,5,95,,1000,1
242,Lv 2. ?? ???? ??,6102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6100,1,1,300190025,1,5,15,10,5,95,,2500,1
243,Lv 3. ?? ???? ??,6103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6100,2,1,300190025,1,5,15,10,5,95,,5000,1
244,Lv 4. ?? ???? ??,6104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6100,3,1,300190025,1,5,15,10,5,95,,8000,1
245,Lv 5. ?? ???? ??,6105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6100,4,1,300190025,1,5,15,10,5,95,,12000,1
246,Lv 6. ?? ???? ??,6106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6100,5,1,300190025,1,5,15,10,5,95,,18000,1
247,Lv 7. ?? ???? ??,6107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6100,6,1,300190025,1,5,15,10,5,95,,27000,1
248,Lv 8. ?? ???? ??,6108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6100,7,1,300190025,1,5,15,10,5,95,,55000,1
249,Lv 9. ?? ???? ??,6109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6100,8,1,300190025,1,5,15,10,5,95,,68500,1
250,Lv 10. ?? ???? ??,6110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6100,9,1,300190025,1,5,15,10,5,95,,89000,1
251,Lv 11. ?? ???? ??,6141,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,6100,10,1,300190025,1,5,15,-70,70,70,,300000,1
252,Lv 12. ?? ???? ??,6142,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6100,11,1,300190025,1,5,15,-70,60,60,,500000,1
253,Lv 13. ?? ???? ??,6143,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,6100,12,1,300190028,1,5,15,-70,50,50,,0,1
254,Lv 14. ?? ???? ??,6144,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,6100,13,1,300190028,1,5,15,-70,50,50,,0,1
255,Lv 15. ?? ???? ??,6145,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,6100,14,1,300190028,1,5,15,-70,50,50,,0,1
256,Lv 16. ?? ???? ??,6190,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,6100,15,1,300190028,1,5,15,-70,50,50,,0,1
257,Lv 17. ?? ???? ??,6191,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,6100,16,1,300190028,1,5,15,-70,50,50,,0,1
258,Lv 18. ?? ???? ??,6192,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,6100,17,1,300190028,1,5,15,-70,50,50,,0,1
259,Lv 19. ?? ???? ??,6193,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,6100,18,1,300190028,1,5,15,-70,50,50,,0,1
260,Lv 20. ?? ???? ??,6194,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,6100,19,1,300190028,1,5,15,-70,50,50,,0,1
261,Lv 1. ?? ??,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,100,0,0,300190025,1,5,15,10,5,95,,1000,1
262,Lv 2. ?? ??,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,100,1,1,300190025,1,5,15,10,5,95,,2500,1
263,Lv 3. ?? ??,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,100,2,1,300190025,1,5,15,10,5,95,,5000,1
264,Lv 4. ?? ??,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,100,3,1,300190025,1,5,15,10,5,95,,8000,1
265,Lv 5. ?? ??,105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,100,4,1,300190025,1,5,15,10,5,95,,12000,1
266,Lv 6. ?? ??,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,100,5,1,300190025,1,5,15,10,5,95,,18000,1
267,Lv 7. ?? ??,107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,100,6,1,300190025,1,5,15,10,5,95,,27000,1
268,Lv 8. ?? ??,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,100,7,1,300190025,1,5,15,10,5,95,,55000,1
269,Lv 9. ?? ??,109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,100,8,1,300190025,1,5,15,10,5,95,,68500,1
270,Lv 10. ?? ??,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,100,9,1,300190025,1,5,15,10,5,95,,89000,1
271,Lv 11. ?? ??,141,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,100,10,1,300190025,1,5,15,-70,70,70,,300000,1
272,Lv 12. ?? ??,142,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,100,11,1,300190025,1,5,15,-70,60,60,,500000,1
273,Lv 13. ?? ??,143,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,100,12,1,300190028,1,5,15,-70,50,50,,0,1
274,Lv 14. ?? ??,144,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,100,13,1,300190028,1,5,15,-70,50,50,,0,1
275,Lv 15. ?? ??,145,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,100,14,1,300190028,1,5,15,-70,50,50,,0,1
276,Lv 16. ?? ??,190,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,100,15,1,300190028,1,5,15,-70,50,50,,0,1
277,Lv 17. ?? ??,191,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,100,16,1,300190028,1,5,15,-70,50,50,,0,1
278,Lv 18. ?? ??,192,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,100,17,1,300190028,1,5,15,-70,50,50,,0,1
279,Lv 19. ?? ??,193,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,100,18,1,300190028,1,5,15,-70,50,50,,0,1
280,Lv 20. ?? ??,194,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,100,19,1,300190028,1,5,15,-70,50,50,,0,1
281,Lv 1. ?? ??,301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,300,0,0,300190025,1,5,15,10,5,95,,1000,1
282,Lv 2. ?? ??,302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,300,1,1,300190025,1,5,15,10,5,95,,2500,1
283,Lv 3. ?? ??,303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,300,2,1,300190025,1,5,15,10,5,95,,5000,1
284,Lv 4. ?? ??,304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,300,3,1,300190025,1,5,15,10,5,95,,8000,1
285,Lv 5. ?? ??,305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,300,4,1,300190025,1,5,15,10,5,95,,12000,1
286,Lv 6. ?? ??,306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,300,5,1,300190025,1,5,15,10,5,95,,18000,1
287,Lv 7. ?? ??,307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,300,6,1,300190025,1,5,15,10,5,95,,27000,1
288,Lv 8. ?? ??,308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,300,7,1,300190025,1,5,15,10,5,95,,55000,1
289,Lv 9. ?? ??,309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,300,8,1,300190025,1,5,15,10,5,95,,68500,1
290,Lv 10. ?? ??,310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,300,9,1,300190025,1,5,15,10,5,95,,89000,1
291,Lv 11. ?? ??,341,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,300,10,1,300190025,1,5,15,-70,70,70,,300000,1
292,Lv 12. ?? ??,342,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,300,11,1,300190025,1,5,15,-70,60,60,,500000,1
293,Lv 13. ?? ??,343,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,300,12,1,300190028,1,5,15,-70,50,50,,0,1
294,Lv 14. ?? ??,344,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,300,13,1,300190028,1,5,15,-70,50,50,,0,1
295,Lv 15. ?? ??,345,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,300,14,1,300190028,1,5,15,-70,50,50,,0,1
296,Lv 16. ?? ??,390,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,300,15,1,300190028,1,5,15,-70,50,50,,0,1
297,Lv 17. ?? ??,391,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,300,16,1,300190028,1,5,15,-70,50,50,,0,1
298,Lv 18. ?? ??,392,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,300,17,1,300190028,1,5,15,-70,50,50,,0,1
299,Lv 19. ?? ??,393,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,300,18,1,300190028,1,5,15,-70,50,50,,0,1
300,Lv 20. ?? ??,394,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,300,19,1,300190028,1,5,15,-70,50,50,,0,1
301,Lv 1. ??? ??,501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,500,0,0,300190025,1,5,15,10,5,95,,1000,1
302,Lv 2. ??? ??,502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,500,1,1,300190025,1,5,15,10,5,95,,2500,1
303,Lv 3. ??? ??,503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,500,2,1,300190025,1,5,15,10,5,95,,5000,1
304,Lv 4. ??? ??,504,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,500,3,1,300190025,1,5,15,10,5,95,,8000,1
305,Lv 5. ??? ??,505,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,500,4,1,300190025,1,5,15,10,5,95,,12000,1
306,Lv 6. ??? ??,506,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,500,5,1,300190025,1,5,15,10,5,95,,18000,1
307,Lv 7. ??? ??,507,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,500,6,1,300190025,1,5,15,10,5,95,,27000,1
308,Lv 8. ??? ??,508,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,500,7,1,300190025,1,5,15,10,5,95,,55000,1
309,Lv 9. ??? ??,509,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,500,8,1,300190025,1,5,15,10,5,95,,68500,1
310,Lv 10. ??? ??,510,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,500,9,1,300190025,1,5,15,10,5,95,,89000,1
311,Lv 11. ??? ??,541,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,500,10,1,300190025,1,5,15,-70,70,70,,300000,1
312,Lv 12. ??? ??,542,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,500,11,1,300190025,1,5,15,-70,60,60,,500000,1
313,Lv 13. ??? ??,543,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,500,12,1,300190028,1,5,15,-70,50,50,,0,1
314,Lv 14. ??? ??,544,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,500,13,1,300190028,1,5,15,-70,50,50,,0,1
315,Lv 15. ??? ??,545,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,500,14,1,300190028,1,5,15,-70,50,50,,0,1
316,Lv 16. ??? ??,590,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,500,15,1,300190028,1,5,15,-70,50,50,,0,1
317,Lv 17. ??? ??,591,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,500,16,1,300190028,1,5,15,-70,50,50,,0,1
318,Lv 18. ??? ??,592,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,500,17,1,300190028,1,5,15,-70,50,50,,0,1
319,Lv 19. ??? ??,593,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,500,18,1,300190028,1,5,15,-70,50,50,,0,1
320,Lv 20. ??? ??,594,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,500,19,1,300190028,1,5,15,-70,50,50,,0,1
321,Lv 1. ?? ??,701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,700,0,0,300190025,1,5,15,10,5,95,,1000,1
322,Lv 2. ?? ??,702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,700,1,1,300190025,1,5,15,10,5,95,,2500,1
323,Lv 3. ?? ??,703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,700,2,1,300190025,1,5,15,10,5,95,,5000,1
324,Lv 4. ?? ??,704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,700,3,1,300190025,1,5,15,10,5,95,,8000,1
325,Lv 5. ?? ??,705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,700,4,1,300190025,1,5,15,10,5,95,,12000,1
