ID,_CutInImage,_Npcname,_Message,_EventType1,_TypeID1,_Text1,_EventType2,_TypeID2,_Text2,_EventType3,_TypeID3,_Text3,_EventType4,_TypeID4,_Text4,_EventType5,_TypeID5,_Text5,_EventType6,_TypeID6,_Text6
7163,804,莉塔妮婭,要把邪惡力量全都淨化！,1,171000231,1. 對話,4,21977,2. 任務,4,28015,3. 每日任務,0,0,,0,0,,0,0,
7164,761,伊克納特,冒險的日子正式開始了，願你光榮歸來!,10,71642,1. 活動兌換,4,22008,2. 任務,0,0,,0,0,,0,0,,0,0,
7165,815,蘿絲瑪莉,什麼，為什麼?要來打一場嗎?,1,172002001,1. 對話,4,21980,2. 任務,0,0,,0,0,,0,0,,0,0,
7166,819,薇奧菈,為了王國一定有我能做的事。,1,172002021,1. 對話,4,21981,2. 任務,4,21982,3. 太陽宮殿任務,4,21983,4. 太陽神的地下祭壇任務,0,0,,0,0,
7167,816,梅思,魯曼商團的商人，叫做梅思。,1,172002034,1. 對話,4,21984,2. 任務,4,21985,3. 太陽宮殿任務,4,21986,4. 太陽神的地下祭壇任務,2,71671,5. 道具交易,0,0,
7168,817,巴吉爾,啊啊，國王!請千萬要平安無事…。,1,172002052,1. 對話,4,21989,2. 副本任務,4,21991,3. 每日任務,0,0,,0,0,,0,0,
7169,821,希索普,首都被敵人奪走…是我的責任。,1,172002064,1. 對話,4,21987,2. 太陽宮殿任務,0,0,,0,0,,0,0,,0,0,
7170,818,帕爾洛斯,呃，我…太軟弱了。,1,172002075,1. 對話,4,21988,2. 太陽神的地下祭壇任務,0,0,,0,0,,0,0,,0,0,
7171,820,猶忒王國,太陽的意志是決對不會消失的。,4,21993,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7172,811,都倫,多倫姐姐的妹妹!我是都倫!,1,172002091,1. 對話,9,7001,2. 前往猶忒王國國境地帶,0,0,,0,0,,0,0,,0,0,
7173,811,都倫,多倫姐姐的妹妹!我是都倫!,1,172002091,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7174,811,都倫,多倫姐姐的妹妹!我是都倫!,1,172002091,1. 對話,9,7002,2. 前往收復軍臨時營地,0,0,,0,0,,0,0,,0,0,
7175,814,阿耆尼,阿耆尼…。,4,21994,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7176,162,艾薩克神父,願女神的祝福與你同在。,4,21992,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7177,159,冒險小幫手阿爾藍,無盡冒險的彩虹島~! 歡迎來到彩虹島物語奇遇~!,4,22012,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7178,158,冒險小幫手安娜,無盡冒險的彩虹島~! 歡迎來到彩虹島物語奇遇~!,4,22013,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7179,154,冒險小幫手海伊凱爾,無盡冒險的彩虹島~! 歡迎來到彩虹島物語奇遇~!,4,22014,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7180,534,冒險小幫手黑月公主,無盡冒險的彩虹島~! 歡迎來到彩虹島物語奇遇~!,4,22010,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7181,186,冒險小幫手強尼船長,無盡冒險的彩虹島~! 歡迎來到彩虹島物語奇遇~!,4,22011,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7182,534,冒險小幫手黑月公主,無盡冒險的彩虹島~! 歡迎來到彩虹島物語奇遇~!,4,0,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7183,534,度假中的黑月公主,想來這邊就是要先經過傳送點的各種旋轉~(￣▽￣)~,4,21995,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7184,186,冒險小幫手強尼船長,無盡冒險的彩虹島~! 歡迎來到彩虹島物語奇遇~!,4,0,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7185,186,冒險小幫手強尼船長,無盡冒險的彩虹島~! 歡迎來到彩虹島物語奇遇~!,4,21996,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7186,159,冒險小幫手阿爾藍,需要那個角落裡的黃金鑰匙碎片~ 請務必帶來給我~,4,21997,1. 任務,2,71861,2. 活動兌換,0,0,,0,0,,0,0,,0,0,
7187,158,冒險小幫手安妮,無盡冒險的彩虹島~! 歡迎來到彩虹島物語奇遇~!,4,0,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7188,158,冒險小幫手安妮,無盡冒險的彩虹島~! 歡迎來到彩虹島物語奇遇~!,0,0,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7189,154,冒險小幫手海伊凱爾,無盡冒險的彩虹島~! 歡迎來到彩虹島物語奇遇~!,4,0,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7190,154,冒險小幫手海伊凱爾,無盡冒險的彩虹島~! 歡迎來到彩虹島物語奇遇~!,4,21999,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7191,154,冒險小幫手海伊凱爾,無盡冒險的彩虹島~! 歡迎來到彩虹島物語奇遇~!,4,0,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7192,19,紅色阿飛歐,我在吉恩蒂亞大陸進行冒險~! 來找我啊~!!,4,22015,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7193,823,凱伊絲,你對考古學有興趣嗎？,1,173001100,1. 對話,4,22017,2. 任務,4,22018,3. 每日任務,0,0,,0,0,,0,0,
7194,56,貝伊兒,進入副本前，請準備好道具或藥水~!,2,70785,1. 道具交易,10,71941,2. 兌換米勒石,10,71942,3. 兌換強韌的哈瓦徽章,0,0,,0,0,,0,0,
7195,816,貝思,我是魯曼商團的商人-梅思的雙胞胎弟弟，貝思。,2,71951,1. 道具交易,4,22022,2. 任務,2,71952,3. 拼圖和魔盒,0,0,,0,0,,0,0,
7196,824,彌雅祭司,願神的祝福與你同在…,1,174010000,1. 對話,4,22019,2. 任務,10,71961,3. 兌換光之聯合聲望,4,90007,4. 光之聯合聲望任務,0,0,,0,0,
7197,825,伊登,我是魯曼防禦軍副司令官伊登。,1,174010100,1. 對話,4,22020,2. 任務,0,0,,0,0,,0,0,,0,0,
7198,826,阿思瑪,你、你是要來加入我們學派的嗎?,1,174010400,1. 對話,4,22021,2. 任務,10,22021,3. 特殊臉部裝飾兌換,10,72291,4. 突變稱號兌換,10,72292,5. 副本稱號兌換,10,72294,6. 副本稱號組合兌換
7199,827,艾兒,敬魯曼的榮耀!,1,174010200,1. 對話,4,22023,2. 任務,4,22025,3. 每日任務,0,0,,0,0,,0,0,
7200,828,悟爾,你是誰? 好像不是我帶來的兵力啊…?,1,174010300,1. 對話,4,22024,2. 任務,4,22026,3. 每日任務,0,0,,0,0,,0,0,
7201,830,胖胖耶比,你好? 我是這次新來的愛麗絲的朋友胖胖耶比^^,10,72011,1. 兌換胖胖耶比的禮物,4,22040,2. 任務,0,0,,0,0,,0,0,,0,0,
7202,830,胖胖耶比,迎接冬季，就和新的超級瑪琍，也就是我-胖胖耶比一起挑戰吧~!,4,22027,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7203,830,胖胖耶比,玩家~ Goal~~In! 恭喜你~ 我要送你禮物 ^^,4,22028,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7204,10011002,愛麗絲聖誕老人,歡樂的聖誕節活動!,4,22029,1. 活動任務,0,0,,0,0,,0,0,,0,0,,0,0,
7205,10011001,雷比魯道夫,不管在哪，都去找我領取眾多好禮吧~!,4,22030,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7206,10011001,雷比魯道夫,和我們一起的歡樂冬季活動~!,4,22031,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7207,10011001,雷比魯道夫,和我們一起的歡樂冬季活動~!,4,22032,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7208,10011001,雷比魯道夫,和我們一起的歡樂冬季活動~!,4,22033,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7209,10011001,雷比魯道夫,和我們一起的歡樂冬季活動~!,4,22034,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7210,10011001,雷比魯道夫,和我們一起的歡樂冬季活動~!,4,22035,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7211,10011001,雷比魯道夫,不管在哪，都去找我領取眾多好禮吧~!,4,22036,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2621,321,倉庫管理員羅賓,這裡是未知的倉庫。,4,22037,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7212,830,胖胖耶比,迎接冬季活動!! 挑戰新的 2次超級瑪琍吧~!,4,22038,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7213,830,胖胖耶比,玩家~ Goal~~In! 恭喜你~ 我要送你禮物 ^^,4,22039,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7214,78,碧安卡,呦-呼~! 我終於完成組合了!!! 收下我的特製藥水吧~! 雖然貴，但非常有效~!,2,72141,1. 交易碧安卡的特製藥水,0,0,,0,0,,0,0,,0,0,,0,0,
7215,78,碧安卡,呦-呼~! 我終於完成組合了!!! 收下我的特製藥水吧~! 雖然貴，但非常有效~!,2,72151,1. 交易碧安卡的特製藥水,0,0,,0,0,,0,0,,0,0,,0,0,
7216,266,黃金小狗狗,戊戌年是我的一年! 汪! 給我好吃的點心，我就會換好東西給你喔!,10,72161,1. 兌換黃金小狗狗的點心,0,0,,0,0,,0,0,,0,0,,0,0,
7217,67,挑戰的修普勒,這是選擇挑戰抑或是滿足的時刻!,4,22041,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7218,67,挑戰! 小吉修普勒,這是選擇挑戰抑或是滿足的時刻!,4,22042,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7219,67,挑戰! 中吉修普勒,這是選擇挑戰抑或是滿足的時刻!,4,22043,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7220,67,挑戰! 大吉修普勒,這是選擇挑戰抑或是滿足的時刻!,4,22044,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7221,67,達成大吉! 修普勒,這是選擇挑戰抑或是滿足的時刻!,4,22045,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7222,686,伊克納特老師,投票要慎重，簽到要勤勞。,10,72221,1. 兌換簽到印章,4,22046,2. 任務,0,0,,0,0,,0,0,,0,0,
7223,678,編號1號徐羅賢,為了要成長就該注重基礎。只要相信我，我承諾會支援你快速成長。,10,72231,1. 兌換投票券,0,0,,0,0,,0,0,,0,0,,0,0,
7224,684,編號2號雷尼,如果對於少許勞動就能獲得大錢的秘訣有興趣，請頭2號! 不要忘記雷尼。,10,72241,1. 兌換投票券,0,0,,0,0,,0,0,,0,0,,0,0,
7225,677,編號3號才?,想要製作好的道具？唉- 挑戰根本是妄想。選我的話，我會大力支援你的!,10,72251,1. 兌換投票券,0,0,,0,0,,0,0,,0,0,,0,0,
7226,832,ELLE,我是春植島企劃組長ELLE~ 有什麼事嗎？,1,181010000,1. 對話,2,72261,2. 道具交易,4,22047,3. 任務,4,22048,4. 重複任務,0,0,,0,0,
7227,64,夏奴伊,喂年輕人，聽說艾利亞斯還是一直在開發中啊。,4,22052,1. 活動任務,0,0,,0,0,,0,0,,0,0,,0,0,
7228,249,奉春植,我正在等待勇士!,4,22053,1. 活動任務,0,0,,0,0,,0,0,,0,0,,0,0,
7229,323,雷尼,為你兌換各種稱號及靈藥,10,72291,1. 突變稱號兌換,10,72292,2. 副本稱號兌換,10,72294,3. 副本稱號兌換[10個],10,72293,4. 靈藥兌換,0,0,,0,0,
7230,323,雷尼,為你兌換各種稱號及靈藥,10,72301,1. 突變稱號兌換,10,72302,2. 副本稱號兌換,10,72304,3. 副本稱號兌換[10個],10,72303,4. 靈藥兌換,0,0,,0,0,
7231,312,夏拉亞賽蘿,後方支援請交給我!,2,72311,1. 治癒藥水交易,10,72311,2.活動兌換,0,0,,0,0,,0,0,,0,0,
7232,317,傑伊特,在我們勝利的未來也一定需要你,4,22054,1. 任務,10,72321,2.活動兌換,0,0,,0,0,,0,0,,0,0,
7233,826,阿思瑪,我會用我寶石的力量為你製作各種道具的~,10,72331,1. +9 殘像鏡子顏色變更,10,72333,2. 特殊臉部裝飾兌換,10,72291,3. 突變稱號兌換,10,72292,4. 副本稱號兌換,10,72294,5. 副本稱號組合兌換,0,0,
7234,833,柔藍,歡迎你，歡迎來到魯曼。,1,182030401,1. 對話,4,22055,2. 任務,0,0,,0,0,,0,0,,0,0,
7235,834,絮可,訓練中若有不順利的地方可以問我。,1,182030001,1. 對話,4,22056,2. 任務,4,27005,3. 每日任務,0,0,,0,0,,0,0,
7236,835,雅莉安娜,是為了什麼事來找我的呢？,1,182030201,1. 對話,4,22057,2. 任務,0,0,,0,0,,0,0,,0,0,
7237,836,傑瑞斯,需要幫忙嗎？,1,182030101,1. 對話,4,22058,2. 任務,0,0,,0,0,,0,0,,0,0,
7238,837,秦,威脅魯曼的人，我不會原諒他的。,1,182030301,1. 對話,4,22059,2. 任務,0,0,,0,0,,0,0,,0,0,
7239,838,修古,什麼事啊，小毛頭？,1,182030501,1. 對話,4,22060,2. 任務,0,0,,0,0,,0,0,,0,0,
7240,841,比柏萊特,荒唐地背叛了呢。,4,22061,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7241,119,穆亞,請幫幫愛麗絲,4,22062,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7242,1001,愛麗絲,… … …,4,22063,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7243,833,柔藍,歡迎你，歡迎來到魯曼。,4,22064,1. 教學任務,0,0,,0,0,,0,0,,0,0,,0,0,
7244,837,秦,威脅魯曼的人，我不會原諒他的。,4,22065,1. 教學任務,0,0,,0,0,,0,0,,0,0,,0,0,
7245,834,絮可,訓練中若有不順利的地方可以問我。,4,22066,1. 教學任務,0,0,,0,0,,0,0,,0,0,,0,0,
7246,828,悟爾,要幫你嗎？,4,22067,1. 教學任務,0,0,,0,0,,0,0,,0,0,,0,0,
7247,115,喬艾,請幫幫愛麗絲,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7248,5,愛麗絲,… … …,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7249,840,安全人員雷比,夏天到了，怎麼可以少了沙灘排球比賽!!,4,22068,1. 活動任務,0,0,,0,0,,0,0,,0,0,,0,0,
7250,839,主持人安妮,夏季活動開跑~\n\n有什麼需要的道具都可以來找我唷!^0^,1,202103301,1. 夏季活動兌換,0,0,,0,0,,0,0,,0,0,,0,0,
7251,830,胖胖耶比,夏天去水族館降降暑吧!! ?(*’?`)?,4,22069,1. 活動任務,0,0,,0,0,,0,0,,0,0,,0,0,
7252,796,加油隊長愛麗絲,得找黑月公主去吃哈密瓜雪花冰消消暑了!!,4,22070,1. 活動任務,0,0,,0,0,,0,0,,0,0,,0,0,
7253,778,嘻哈鴿,彩虹島12週年! 恭喜啊~! 邀請玩家到紅綠燈宮殿~,4,22071,1. 活動任務,0,0,,0,0,,0,0,,0,0,,0,0,
7254,19,紅色阿飛歐,I am nearly melting!,4,22072,1. 活動任務,0,0,,0,0,,0,0,,0,0,,0,0,
7255,799,加油隊長卡茲諾,想知道尋找寶物地圖如何進入嗎?,1,162005000,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7256,797,加油隊長奇毅,恭喜彩虹島12歲了!玩家們也加油!為你們應援~,1,162005019,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7257,796,加油隊長愛麗絲,得找黑月公主去吃哈密瓜雪花冰消消暑了!!,4,22073,1. 活動任務,0,0,,0,0,,0,0,,0,0,,0,0,
7258,778,嘻哈鴿,"我是嘻哈鴿,AKA Lil鴿!!!",4,22076,1. 活動任務,0,0,,0,0,,0,0,,0,0,,0,0,
7259,189,寶尼,咕嚕嚕~ 彩虹島已經12週年了？恭喜啊~耶嘿嘿~,10,72591,1. 活動兌換,0,0,,0,0,,0,0,,0,0,,0,0,
7260,323,雷尼,為你兌換各種稱號及靈藥,10,72601,1. 突變稱號兌換,10,72602,2. 副本稱號兌換,10,72604,3. 副本稱號兌換[10個],10,72603,4. 靈藥兌換,0,0,,0,0,
7261,323,雷尼,為你兌換各種稱號及靈藥,10,72611,1. 突變稱號兌換,10,72612,2. 副本稱號兌換,10,72614,3. 副本稱號兌換[10個],10,72613,4. 靈藥兌換,0,0,,0,0,
7262,683,索爾,仲夏夜的夜市裡有很多對狩獵有幫助的物品~,10,72621,1. 活動兌換,0,0,,0,0,,0,0,,0,0,,0,0,
7263,105,拉瓦爾,仲夏夜的夜市裡可兌換很好的物品~,10,72631,1. 活動兌換,0,0,,0,0,,0,0,,0,0,,0,0,
7264,237,歐羅拉,我會在仲夏夜的夜市裡確實地提供支援的~,10,72641,1. 活動兌換,0,0,,0,0,,0,0,,0,0,,0,0,
7265,778,嘻哈鴿,我一個人在空蕩商店街很孤單，謝謝你來找我~!,10,72651,1. 活動兌換,0,0,,0,0,,0,0,,0,0,,0,0,
7266,19,紅色阿飛歐,紅色阿飛歐! 登場! [王者資格測驗]與[王者指令盒]的傳達就由我紅色阿飛歐負責!,4,22077,1. 活動任務,10,72661,2. 活動兌換,0,0,,0,0,,0,0,,0,0,
7267,33,黑色阿飛歐,時代所需就一定會產生新的王者…,4,22078,1. 活動任務,10,72671,2. 活動兌換,0,0,,0,0,,0,0,,0,0,
7268,846,艾琳娜,就算是那樣，我還是太忙了，沒有辦法接受你的心意。,1,183010001,1. 對話,4,23001,2. 任務,4,23002,3. 每日任務,0,0,,0,0,,0,0,
7269,189,迎接中秋的寶尼,要跟我一起度過中秋嗎？\n呵呵~ 哈哈~ 哈哈哈~,4,22079,1. 活動任務,0,0,,0,0,,0,0,,0,0,,0,0,
7270,221,安娜史塔莎,深海非常冰冷，或許會很辛苦。希望你能做好準備。,4,22080,1. 活動任務,0,0,,0,0,,0,0,,0,0,,0,0,
7271,221,安娜史塔莎,我正在努力管理，讓海洋保持乾淨。,4,22081,1. 活動任務,10,72672,2. 活動兌換,0,0,,0,0,,0,0,,0,0,
7272,823,凱伊絲,啊，閃閃發光的那個東西?! 可以借我看看嗎？我應該可以幫助你!,29,29800009,1. 活動兌換,1,202103101,2. ??? ???,0,0,,0,0,,0,0,,0,0,
7273,851,赫爾摩妮亞,有什麼事嗎?,1,184030001,1. 對話,4,24001,2. 任務,0,0,,0,0,,0,0,,0,0,
7274,849,薇爾,你好?,1,184020001,1. 對話,4,24002,2. 任務,0,0,,0,0,,0,0,,0,0,
7275,848,蓋斯,異鄉人啊。有什麼事嗎?,1,184010001,1. 對話,4,24003,2. 任務,4,27006,3. 每日任務,0,0,,0,0,,0,0,
7276,828,悟爾,你來啦。,1,184040001,1. 對話,4,24004,2. 任務,0,0,,0,0,,0,0,,0,0,
7277,850,愛麗絲,快來。%s…。,1,184050001,1. 對話,4,28011,2. 任務,0,0,,0,0,,0,0,,0,0,
7278,828,悟爾,你就是那個要成為守護者的人嗎??,10,72781,1. 活動兌換,0,0,,0,0,,0,0,,0,0,,0,0,
7279,64,夏奴伊,偶爾也拿拿看不是武器的東西吧。,2,72791,1. 釣竿購買,0,0,,0,0,,0,0,,0,0,,0,0,
7280,828,悟爾,竟然被你發現我的位置了!,4,22083,1. 活動任務,0,0,,0,0,,0,0,,0,0,,0,0,
7281,828,悟爾,視野變的有點遼闊?,4,22084,1. 活動任務,0,0,,0,0,,0,0,,0,0,,0,0,
7282,828,悟爾,視野變的有點遼闊?,4,22085,1. 活動任務,0,0,,0,0,,0,0,,0,0,,0,0,
7283,850,愛麗絲,快來。%s…。,1,184050001,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7824,115,喬艾,對吧，%s?沒錯吧?是我啊，喬艾。,1,184060001,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7825,833,柔藍,守護者是需要支援的人嗎?,1,184090001,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7826,827,艾兒,有點好奇。,1,184091001,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7827,824,彌雅祭司,你好。我是賽蕾斯神殿的祭司彌雅。,1,184092001,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7828,321,聯合公會南部守衛,旅行者?,4,90001,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7829,319,聯合公會南部法師,是旅行者啊。,4,90002,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7830,321,聯合公會西部守衛,旅行者?,4,90003,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7831,321,聯合公會東部守衛,旅行者?,4,90004,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7832,321,聯合公會北部守衛,旅行者?,4,90005,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7833,853,富翁耶比,我感受到主人散發出非常富有的氣息!,1,184110001,1. 對話,2,78331,2. 獲得黃金證明,4,22079,3. 獲得祝福,0,0,,0,0,,0,0,
7834,96,海樂妮,你，你好!冒險家!我是艾利亞斯的公主，我叫做海樂妮!,4,22088,1. 活動任務,0,0,,0,0,,0,0,,0,0,,0,0,
7835,793,??,"?? ??? ?? ??? ??, ????? ?? ??? ????.",4,22089,1. 活動任務,0,0,,0,0,,0,0,,0,0,,0,0,
7836,686,????,??? ???? ???? ?????.,4,22090,1. 活動任務,0,0,,0,0,,0,0,,0,0,,0,0,
7837,854,緹雅,你好，冒險家。,1,191010001,1. 對話,4,25001,2. 任務,4,27007,3. 每日任務,0,0,,0,0,,0,0,
7838,686,每週挑戰管理者,你，要不要挑戰看看呢? 是非常有趣的。,29,29800009,1. 每週挑戰,10,78371,2. 每週挑戰商品兌換,4,25002,3. 任務,0,0,,0,0,,0,0,
7839,174,琪拉,你是來看金字塔的嗎?,10,78391,1. 獲得活動武器任務,0,0,,0,0,,0,0,,0,0,,0,0,
7840,371,失去魔力的水寶石,請給我復甦的力量~,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7841,372,復甦的水寶石,請給我完整的力量~,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7842,373,完整的水寶石,託玩家的福我變成完整體了~ 謝謝你~,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7843,686,每週挑戰管理者,你，要不要挑戰看看呢? 是非常有趣的。,29,29800009,1. 每週挑戰,0,0,,0,0,,0,0,,0,0,,0,0,
7844,374,寶石的傳令,冒險家也知道嚴重性啊。,4,22091,1. 活動任務,0,0,,0,0,,0,0,,0,0,,0,0,
7845,250,?? ???,??? ? ???? ??? ?? ?????. ??,4,22092,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7846,741,[???] ???,???? ??????.,4,22093,1. 活動任務,10,78461,2. 活動兌換,0,0,,0,0,,0,0,,0,0,
7847,855,煞尼克,你是什麼啊?長得很有趣耶?,1,192020001,1. 對話,4,26001,2. 任務,0,0,,0,0,,0,0,,0,0,
7848,856,麥爾比克,你好。,1,192030001,1. 對話,4,26002,2. 地下都市工地任務,4,26008,3. 超人紀念館任務,0,0,,0,0,,0,0,
7849,857,諾艾爾,有很多好東西!,1,192040001,1. 對話,4,26003,2. 任務,2,78491,3. 道具交易,0,0,,0,0,,0,0,
7850,858,帕斯,……。,1,192050001,1. 對話,4,26004,2. 任務,4,27008,3. 每日任務,0,0,,0,0,,0,0,
7851,859,萊伊,什麼事呢?,1,192060001,1. 對話,4,26005,2. 任務,0,0,,0,0,,0,0,,0,0,
7852,860,盧因,讓外人退出。,1,192070001,1. 對話,4,26006,2. 任務,0,0,,0,0,,0,0,,0,0,
7853,819,薇奧菈,你好，冒險家。,1,192080001,1. 對話,4,26007,2. 任務,0,0,,0,0,,0,0,,0,0,
7854,221,[STAFF] 安娜史塔莎,…? 你戰勝誘惑了呢。,4,22094,1. 活動任務,0,0,,0,0,,0,0,,0,0,,0,0,
7855,226,[STAFF] 艾瑪,你好，我是這次擔任STAFF的艾瑪。,4,22095,1. 活動任務,0,0,,0,0,,0,0,,0,0,,0,0,
7856,220,[STAFF] 索妮爾,無論是偶像明星還是粉絲，選定位置不是基本Passive嗎? 來挑戰看看吧~ Voo~,4,22096,1. 活動任務,0,0,,0,0,,0,0,,0,0,,0,0,
7857,864,[偶像] 蒂亞,哈囉~☆ 彩虹島物語13週年，歡迎來到蒂亞的演唱會? (眨眼),0,0,1. 活動任務,0,0,,0,0,,0,0,,0,0,,0,0,
7858,226,[STAFF] 艾瑪,你好，我是這次擔任STAFF的艾瑪。,4,22098,1. 活動任務,0,0,,0,0,,0,0,,0,0,,0,0,
7859,830,[Latale] 13週年耶比妹妹蛋糕,現在 6年級.. (太矮看不到),4,22099,1. 活動任務,10,78591,2. 活動兌換,0,0,,0,0,,0,0,,0,0,
7860,226,[STAFF] 艾瑪,你好，我是這次擔任STAFF的艾瑪。,10,78601,1. 活動兌換,0,0,,0,0,,0,0,,0,0,,0,0,
7861,714,???,??? ???? ?? ?? ???? ???? ??? ???!,10,78611,1. 活動兌換,0,0,,0,0,,0,0,,0,0,,0,0,
7862,91,???,?? ??? ?? ???~,10,78621,1. ??? ?? ??,10,78622,2. ??? ??? ??,0,0,,0,0,,0,0,,0,0,
7863,865,拉比譚,什麼啊？你是人類啊。,1,193020001,1. 對話,4,27001,2. 任務,4,27003,3. 每日任務,0,0,,0,0,,0,0,
7864,790,獵人管理者艾皮斯,你對獵人感興趣嗎？,1,193030001,1. 對話,4,90008,2. 任務,10,78641,3. 指令卷軸兌換,10,78642,4. 獵人的使命聲望兌換,0,0,,0,0,
7865,242,[活動] 露娜,?- ?-! 不覺得朝宇宙放出的煙火真的很美麗嗎?,10,78651,1. 活動兌換,0,0,2. 任務,0,0,,0,0,,0,0,,0,0,
7866,870,玫蒂亞,…………。,1,194030001,1. 對話,4,28001,2. 任務,4,28002,3. 每日任務,0,0,,0,0,,0,0,
7867,871,梅麗維爾,外、外地人?!,1,194050001,1. 對話,4,28003,2. 任務,2,78671,3. 道具交易,0,0,,0,0,,0,0,
7868,875,貝儂,等等，站住。,1,194060001,1. 對話,4,28004,2. 任務,4,28005,3. 每日任務,0,0,,0,0,,0,0,
7869,872,薇奈特,想不起來。,1,194020001,1. 對話,4,28006,2. 任務,4,28007,3. 每日任務,0,0,,0,0,,0,0,
7870,876,阿德奇納,是女神將你帶來這裡的啊。,1,194040001,1. 對話,4,28008,2. 任務,0,0,,0,0,,0,0,,0,0,
7871,534,黑月公主,…………。,4,28012,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7872,877,[活動] 雷修爾,來! 盡情享受這場派對吧! 主角就是你~!,4,22104,1. 活動兌換,10,78721,2. 任務,0,0,,0,0,,0,0,,0,0,
7873,878,[活動] 富翁耶比 2世,這次的派對裡有好多出色的人! 耶比!,4,22102,1. 活動兌換,0,0,,0,0,,0,0,,0,0,,0,0,
7874,230,歐瑟,歡迎~,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7875,232,情人,我是來看那個叫雷修爾的人是到底誰的!,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7876,532,解除詛咒的臣子,我是來找領主的! 絕不是喜歡這派對才來的! 咳哼,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7877,836,傑瑞斯,我喜歡這派對。已經對鄉村派對感到厭煩了。,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7878,835,雅莉安娜,果然錢是最棒的~ 話說回來，雷修爾在哪..?,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7879,838,修古,呵呵.. 久違的休假啊。所以別來打擾我!,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7880,832,ELLE,要玩卡牌遊戲嗎? 雖然結果已經確定了~,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
