ID,_Map,_Name,_type
2736,460-4,幻之搖籃 4,PARTY
2737,460-5,幻之搖籃 5,PARTY
2738,460-6,幻之搖籃 6,PARTY
2739,460-7,幻之搖籃 7,PARTY
2740,460-8,幻之搖籃 8,PARTY
2741,461-0,玫瑰園,PARTY
2742,461-1,玫瑰園 1,PARTY
2743,461-2,玫瑰園 2,PARTY
2744,461-3,玫瑰園 3,PARTY
2745,461-4,玫瑰園 4,PARTY
2746,461-5,玫瑰園 5,PARTY
2747,461-6,玫瑰園 6,PARTY
2748,461-7,玫瑰園 7,PARTY
2749,461-8,玫瑰園 8,PARTY
2750,461-9,玫瑰園 9,PARTY
2751,461-10,玫瑰園 10,PARTY
2752,461-11,玫瑰園 11,PARTY
2753,462-0,福波斯 1,Field
2754,462-1,福波斯 2,Field
2755,462-2,福波斯 3,Field
2756,462-3,福波斯 4,Field
2757,463-0,TT的狐狸窟,Safety zone
2758,464-0,秩序公會房間,guild
2759,464-1,秩序公會活動房間,guild
2760,465-0,中立公會房間,guild
2761,465-1,中立公會活動房間,guild
2762,466-0,混沌公會房間,guild
2763,466-1,混沌公會活動房間,PARTY
2764,467-0,陷阱重重 (EASY),PARTY
2765,468-0,陷阱重重 (HARD),PARTY
2766,469-0,耶比妹妹庭園,PARTY
2767,469-1,耶比妹妹庭園,PARTY
2768,469-2,耶比妹妹庭園,PARTY
2769,469-3,耶比妹妹庭園,PARTY
2770,469-4,耶比妹妹庭園,PARTY
2771,469-5,耶比妹妹庭園,PARTY
2772,469-6,耶比妹妹庭園,PARTY
2773,469-7,耶比妹妹庭園,PARTY
2774,469-8,耶比妹妹庭園,PARTY
2775,469-9,耶比妹妹庭園,PARTY
2776,469-10,耶比妹妹庭園,PARTY
2777,469-11,耶比妹妹庭園,PARTY
2778,469-12,耶比妹妹庭園,PARTY
2779,469-13,耶比妹妹庭園,PARTY
2780,469-14,耶比妹妹庭園,PARTY
2781,469-15,耶比妹妹庭園,PARTY
2782,469-16,耶比妹妹庭園,PARTY
2783,469-17,耶比妹妹庭園,PARTY
2784,469-18,耶比妹妹庭園,PARTY
2785,469-19,耶比妹妹庭園,PARTY
2786,469-20,耶比妹妹庭園,PARTY
2787,469-21,耶比妹妹庭園,PARTY
2788,469-22,耶比妹妹庭園,PARTY
2789,469-23,耶比妹妹庭園,PARTY
2790,469-24,耶比妹妹庭園,PARTY
2791,469-25,耶比妹妹庭園,PARTY
2792,469-26,耶比妹妹庭園,PARTY
2793,469-27,耶比妹妹庭園,PARTY
2794,469-28,耶比妹妹庭園,PARTY
2795,469-29,耶比妹妹庭園,PARTY
2796,469-30,耶比妹妹庭園,PARTY
2797,469-31,耶比妹妹庭園,PARTY
2798,470-0,誓約的聖地,PARTY
2799,470-1,誓約的聖地 1,PARTY
2800,470-2,誓約的聖地 2,PARTY
2801,470-3,誓約的聖地 3,PARTY
2802,470-4,誓約的聖地 4,PARTY
2803,470-5,誓約的聖地 5,PARTY
2804,470-6,誓約的聖地 6,PARTY
2805,470-7,誓約的聖地 7,PARTY
2806,470-8,誓約的聖地 8,PARTY
2807,470-9,誓約的聖地 9,PARTY
2808,470-10,誓約的聖地 10,PARTY
2809,471-0,聖域艾多斯 1,Field
2810,471-1,聖域艾多斯 2,Field
2811,471-2,聖域艾多斯 3,Field
2812,471-3,聖域艾多斯 4,Field
2813,471-4,神諭之房,PARTY
2814,472-0,希萊,PARTY
2815,472-1,希萊 1,PARTY
2816,472-2,希萊 2,PARTY
2817,472-3,希萊 3,PARTY
2818,472-4,希萊 4,PARTY
2819,472-5,希萊 5,PARTY
2820,472-6,希萊 6,PARTY
2821,472-7,希萊 7,PARTY
2822,472-8,希萊 8,PARTY
2823,473-0,GM活動站,PARTY
2824,474-0,清醒夢,PARTY
2825,474-1,清醒夢,PARTY
2826,474-2,清醒夢,PARTY
2827,474-3,清醒夢,PARTY
2828,475-0,某條路,PARTY
2829,475-1,某條路,PARTY
2830,475-2,某條路,PARTY
2831,476-0,廢鐵溪谷的小巷,PARTY
2832,476-1,廢鐵溪谷的小巷,PARTY
2833,476-2,廢鐵溪谷的小巷,PARTY
2834,476-3,廢鐵溪谷的小巷,PARTY
2835,477-0,天空港,PARTY
2836,477-1,天空港1,PARTY
2837,477-2,天空港2,PARTY
2838,477-3,天空港3,PARTY
2839,477-4,天空港4,PARTY
2840,478-0,彩虹洞穴,PARTY
2841,478-1,彩虹洞穴1,PARTY
2842,478-2,彩虹洞穴2,PARTY
2843,478-3,彩虹洞穴3,PARTY
2844,478-4,彩虹洞穴4,PARTY
2845,479-0,珀耳塞的考驗,PARTY
2846,480-0,歐若拉森林,PARTY
2847,480-1,歐若拉森林,PARTY
2848,480-2,歐若拉森林,PARTY
2849,480-3,歐若拉森林,PARTY
2850,480-4,歐若拉森林,PARTY
2851,481-0,未知的圖書館,PARTY
2852,481-1,未知的圖書館1,PARTY
2853,481-2,未知的圖書館2,PARTY
2854,481-3,未知的圖書館3,PARTY
2855,481-4,未知的圖書館4,PARTY
2856,482-0,惡魔平原,PARTY
2857,482-1,惡魔平原1,PARTY
2858,482-2,惡魔平原2,PARTY
2859,482-3,惡魔平原3,PARTY
2860,482-4,惡魔平原4,PARTY
2861,483-0,虎願寺,PARTY
2862,483-1,虎願寺1,PARTY
2863,483-2,虎願寺2,PARTY
2864,483-3,虎願寺3,PARTY
2865,483-4,虎願寺4,PARTY
2866,484-0,我也想做生意！開餐廳！(EASY),PARTY
2867,485-0,我也想做生意！開餐廳！(EASY),PARTY
2868,486-0,我也想做生意！開餐廳！(EASY),PARTY
2869,487-0,我也想做生意！開餐廳！(EASY),PARTY
2870,488-0,GM活動地圖,PARTY
2871,489-0,深夜GM活動地圖,PARTY
2872,490-0,底波拉雪原,Field
2873,490-1,底波拉雪原1,Field
2874,490-2,底波拉雪原2,Field
2875,490-3,底波拉雪原3,Field
2876,490-4,底波拉雪原4,Field
2877,491-0,回音之泉,PARTY
2878,491-1,回音之泉1,PARTY
2879,491-2,回音之泉2,PARTY
2880,491-3,回音之泉3,PARTY
2881,491-4,回音之泉4,PARTY
2882,491-5,回音之泉5,PARTY
2883,491-6,回音之泉6,PARTY
2884,491-7,回音之泉7,PARTY
2885,491-8,回音之泉8,PARTY
2886,491-9,回音之泉9,PARTY
2887,491-10,回音之泉10,PARTY
2888,491-11,回音之泉11,PARTY
2889,491-12,回音之泉12,PARTY
2890,491-13,回音之泉13,PARTY
2891,492-0,冰柱監獄,PARTY
2892,492-1,冰柱監獄1,PARTY
2893,492-2,冰柱監獄2,PARTY
2894,492-3,冰柱監獄3,PARTY
2895,492-4,冰柱監獄4,PARTY
2896,492-5,冰柱監獄5,PARTY
2897,492-6,冰柱監獄6,PARTY
2898,492-7,冰柱監獄7,PARTY
2899,492-8,冰柱監獄8,PARTY
2900,492-9,冰柱監獄9,PARTY
2901,492-10,冰柱監獄10,PARTY
2902,493-0,格爾答,PARTY
