ID,_Sequence,_ImageResource,_Type,_Message_Ani_Index1,_Message_Probability1,_Message1_1,_Message1_2,_Message1_3,_Message_Ani_Index2,_Message_Probability2,_Message2_1,_Message2_2,_Message2_3,_Message_Ani_Index3,_Message_Probability3,_Message3_1,_Message3_2,_Message3_3,_Stage,_Name,_Icon,_IconIndex,_Description,_Tip,_Name_Visible,_Hp_Visible,_Creation_FX,_Shadow_Visible,_Mark_Icon,_Mark_IconIndex,_BossHPCount
810000279,2_002_54,2_002_54_10,1,0,0,,,,0,0,,,,0,0,,,,58,紅豆魚餅,10004000,142,,,1,1,0,0,10007000,3,1
810000280,2_002_54,2_002_54_10,1,0,0,,,,0,0,,,,0,0,,,,58,紅豆甜魚餅,10004000,142,,,1,1,0,0,10007000,3,1
810000281,3_010_01,,6,0,0,,,,0,0,,,,0,0,,,,58,甜圈薑餅人,10004000,149,,,1,1,0,1,10007000,3,1
810000282,2_002_45,2_002_45_10,1,1,33,那，那個！,哇哢哢。還蠻能挺得嗎。,你所指的蓬鬆頭，難道就真的沒有鬢角的痕跡嗎？,2,33,死亡通知的日期是寫的今天，對吧？,路路旁 路路皮 路路丫！,幫你分開肉和骨頭！,5,33,頭！胸！身體！,什麼嗎？這就是奉春植瘋狂的速度。,如果奉春植出動會怎樣呢？,58,肥肥奉春植,0,0,,,1,0,0,1,10007000,3,1
810000283,2_002_43,2_002_43_10,1,0,0,,,,0,0,,,,0,0,,,,51,挖地鏟工,10004000,133,,,1,1,0,1,10007000,1,1
810000284,2_002_42,2_002_42_10,1,0,0,,,,0,0,,,,0,0,,,,51,斯卡魯,10004000,132,,,1,1,0,1,10007000,2,1
810000285,2_002_36,2_002_36_10,1,0,0,,,,0,0,,,,0,0,,,,52,圓桌騎士,10004000,128,,,1,1,0,1,0,3,1
810000286,3_025_01,,6,0,0,,,,0,0,,,,0,0,,,,52,凱米拉,10004000,163,,,1,1,0,1,0,4,1
810000287,3_008_01,,6,0,0,,,,0,0,,,,0,0,,,,52,古蜥蜴人,10004000,148,,,1,1,0,1,0,3,1
810000288,3_027_01,,6,0,0,,,,0,0,,,,0,0,,,,52,古蜥蜴人的靈魂,10004000,148,,,1,1,510,1,0,3,1
810000289,3_009_01,,6,0,0,,,,0,0,,,,0,0,,,,52,火妖精,10004000,162,,,1,1,0,0,0,3,1
810000290,3_029_01,,6,0,0,,,,0,0,,,,0,0,,,,52,影波克,10004000,164,,,1,1,0,0,0,5,1
810000291,3_023_01,,6,0,0,,,,0,0,,,,0,0,,,,52,影波克EX,10004000,164,,,1,1,0,0,0,5,1
810000292,3_026_01,,6,0,0,,,,0,0,,,,0,0,,,,60,企鵝紳士,10004000,167,,,1,1,0,1,0,3,1
810000293,3_024_01,,6,0,0,,,,0,0,,,,0,0,,,,60,滑雪清道夫,10004000,166,,,1,1,0,1,0,3,1
810000294,3_028_01,,6,0,0,,,,0,0,,,,0,0,,,,60,冰魔卡妙,10004000,168,,,1,1,0,0,0,5,1
810000295,3_052_01,,6,0,0,,,,0,0,,,,0,0,,,,,德洛哈,0,0,,,1,1,0,1,0,0,1
810000296,2_002_55,2_002_55_10,1,0,0,,,,0,0,,,,0,0,,,,,雙尾貓妖,0,0,,,1,1,0,1,0,0,1
810000297,2_002_58,2_002_58_10,1,0,0,,,,0,0,,,,0,0,,,,"61,202",海螺公主,0,0,,,1,1,0,1,0,3,1
810000298,3_1008_02,,6,0,0,,,,0,0,,,,0,0,,,,"61,202",青蛙王子,0,0,,,1,1,0,1,0,2,1
810000299,3_032_01,,6,0,0,,,,0,0,,,,0,0,,,,"61,202",齊天大聖(真),0,0,,,1,1,0,1,0,4,1
810000300,3_033_01,,6,0,0,,,,0,0,,,,0,0,,,,"61,202",玄武,10004000,174,,,1,1,0,1,0,5,1
810000301,3_030_01,,6,0,0,,,,0,0,,,,0,0,,,,"61,202",蕭羽,10004000,171,,,1,1,0,1,0,5,1
810000302,3_040_01,,6,0,0,,,,0,0,,,,0,0,,,,62,沃革女士畫像,10004000,180,,,1,1,0,0,0,0,1
810000303,3_034_01,,6,0,0,,,,0,0,,,,0,0,,,,62,潘朵拉,10004000,175,,,1,1,0,1,0,5,1
810000304,3_041_01,,6,0,0,,,,0,0,,,,0,0,,,,64,蒙面女盜賊,0,0,,,1,1,0,1,0,4,1
810000305,2_002_57,2_002_57_10,1,0,0,,,,0,0,,,,0,0,,,,64,暗殺者,0,0,,,1,1,0,1,0,4,1
810000306,3_035_01,,6,0,0,,,,0,0,,,,0,0,,,,64,人面獅身,10004000,176,,,1,1,0,1,0,5,1
810000307,3_036_01,,6,0,0,,,,0,0,,,,0,0,,,,65,海龍王,10004000,177,,,0,1,0,0,0,5,1
810000308,3_036_02,,6,0,0,,,,0,0,,,,0,0,,,,65,海龍王,0,0,,,0,1,0,0,0,0,1
810000309,3_036_03,,6,0,0,,,,0,0,,,,0,0,,,,65,海龍王,0,0,,,0,1,0,0,0,0,1
810000310,3_036_04,,6,0,0,,,,0,0,,,,0,0,,,,65,海龍王,10004000,177,,,0,1,0,0,0,5,1
810000311,3_037_01,,6,0,0,,,,0,0,,,,0,0,,,,52,喬艾,10004000,178,,,1,1,0,1,0,5,1
810000312,3_038_01,,6,0,0,,,,0,0,,,,0,0,,,,63,黑月公主,10004000,179,,,1,1,0,1,0,5,1
810000313,3_042_01,,6,0,0,,,,0,0,,,,0,0,,,,62,,0,0,,,0,0,0,0,0,0,1
810000314,2_002_60,2_002_60_10,1,0,0,,,,0,0,,,,0,0,,,,62,,0,0,,,0,0,510,0,0,0,1
810000315,3_039_01,,6,0,0,,,,0,0,,,,0,0,,,,62,,0,0,,,0,0,510,0,0,0,1
810000316,2_002_59,2_002_59_10,1,0,0,,,,0,0,,,,0,0,,,,62,,0,0,,,0,0,0,0,0,0,1
810000317,2_700_21,,1,0,0,,,,0,0,,,,0,0,,,,62,,0,0,,,0,0,0,0,0,0,1
810000318,2_700_38,2_700_37_10,1,0,0,,,,0,0,,,,0,0,,,,61,,0,0,,,0,0,0,0,0,0,1
810000319,3_038_01,,6,0,0,,,,0,0,,,,0,0,,,,63,黑月公主,10004000,179,,,1,1,0,1,0,5,1
810000320,2_700_21,,1,0,0,,,,0,0,,,,0,0,,,,52,,0,0,,,0,0,0,0,0,0,1
810000321,2_700_21,,1,0,0,,,,0,0,,,,0,0,,,,61,,0,0,,,0,0,0,0,0,0,1
810000322,2_700_21,,1,0,0,,,,0,0,,,,0,0,,,,63,,0,0,,,0,0,0,0,0,0,1
810000323,3_036_06,,6,0,0,,,,0,0,,,,0,0,,,,65,,0,0,,,0,0,0,0,0,0,1
810000324,3_036_05,,6,0,0,,,,0,0,,,,0,0,,,,65,海龍王,0,0,,,0,1,0,0,0,0,1
810000325,3_036_07,,6,0,0,,,,0,0,,,,0,0,,,,65,,0,0,,,0,0,0,0,0,0,1
810000326,2_001_59,2_001_59_10,1,0,0,,,,0,0,,,,0,0,,,,63,禦守忍者,10004000,60,,,1,1,0,1,10007000,4,1
810000327,2_001_47,2_002_61_10,1,0,0,,,,0,0,,,,0,0,,,,25,礦場蝙蝠,10004000,39,,,1,1,0,0,10007000,2,1
810000328,2_002_25,2_002_62_10,1,0,0,,,,0,0,,,,0,0,,,,25,礦場牛魔王,10004000,165,,,1,1,0,1,10007000,2,1
810000329,3_043_01,,6,0,0,,,,0,0,,,,0,0,,,,25,礦場沙魯,10004000,161,,,1,1,0,1,10007000,2,1
810000330,2_002_42,2_002_63_10,1,0,0,,,,0,0,,,,0,0,,,,25,礦場斯卡魯,10004000,132,,,1,1,0,1,10007000,2,1
810000331,3_009_01,,6,0,0,,,,0,0,,,,0,0,,,,73,★火妖精,10004000,162,,,1,1,0,0,0,3,1
810000332,3_008_01,,6,0,0,,,,0,0,,,,0,0,,,,73,★古蜥蜴人,10004000,148,,,1,1,0,1,0,3,1
810000333,3_027_01,,6,0,0,,,,0,0,,,,0,0,,,,73,★古蜥蜴人的靈魂,10004000,148,,,1,1,510,1,0,3,1
810000334,3_025_01,,6,0,0,,,,0,0,,,,0,0,,,,73,★凱米拉,10004000,163,,,1,1,0,1,0,4,1
810000335,2_002_36,2_002_36_10,1,0,0,,,,0,0,,,,0,0,,,,73,★圓桌騎士,10004000,128,,,1,1,0,1,0,3,1
810000336,3_026_01,,6,0,0,,,,0,0,,,,0,0,,,,74,★企鵝紳士,10004000,167,,,1,1,0,1,0,3,1
810000337,3_1003_03,,6,0,0,,,,0,0,,,,0,0,,,,74,★白狼,10004000,123,,,1,1,0,1,0,3,1
810000338,3_024_01,,6,0,0,,,,0,0,,,,0,0,,,,74,★滑雪清道夫,10004000,166,,,1,1,0,1,0,3,1
810000339,2_002_25,2_002_25_10,1,0,0,,,,0,0,,,,0,0,,,,74,★牛魔王,10004000,165,,,1,1,0,1,0,4,1
810000340,3_1007_02,,6,0,0,,,,0,0,,,,0,0,,,,75,★白虎,10004000,13,,,1,1,0,1,10007000,3,1
810000341,3_1009_01,,6,0,0,,,,0,0,,,,0,0,,,,75,★蜜桃怪,10004000,17,,,1,1,0,1,10007000,3,1
810000342,2_002_58,2_002_58_10,1,0,0,,,,0,0,,,,0,0,,,,75,★海螺公主,0,0,,,1,1,0,1,0,3,1
810000343,3_1008_02,,6,0,0,,,,0,0,,,,0,0,,,,75,★青蛙王子,0,0,,,1,1,0,1,0,3,1
810000344,3_032_01,,6,0,0,,,,0,0,,,,0,0,,,,75,★齊天大聖(真),0,0,,,1,1,0,1,0,4,1
810000345,2_001_53,2_001_53_10,1,0,0,,,,0,0,,,,0,0,,,,76,★木乃伊殭屍,10004000,54,,,1,1,0,1,10007000,2,1
810000346,2_001_54,2_001_54_10,1,0,0,,,,0,0,,,,0,0,,,,76,★骷髏戰士,10004000,55,,,1,1,0,1,10007000,2,1
810000347,2_001_55,2_001_55_10,1,0,0,,,,0,0,,,,0,0,,,,76,★蛇女,10004000,56,,,1,1,0,1,10007000,3,1
810000348,2_001_56,2_001_56_10,1,0,0,,,,0,0,,,,0,0,,,,76,★吞天獸,10004000,57,,,1,1,0,1,10007000,2,1
810000349,2_001_57,2_001_57_10,1,0,0,,,,0,0,,,,0,0,,,,76,★木乃伊耶比,10004000,58,,,1,1,0,1,10007000,2,1
810000350,3_041_01,,6,0,0,,,,0,0,,,,0,0,,,,76,★蒙面女盜賊,0,0,,,1,1,0,1,0,4,1
810000351,2_002_57,2_002_57_10,1,0,0,,,,0,0,,,,0,0,,,,77,★暗殺者,0,0,,,1,1,0,1,0,4,1
810000352,2_002_20,2_002_20_10,1,0,0,,,,0,0,,,,0,0,?,,,77,★殭屍船員,10004000,116,,,1,1,0,1,10007000,2,1
810000353,2_002_21,2_002_21_10,1,0,0,,,,0,0,,,,0,0,,,,77,★骷髏船員,10004000,117,,,1,1,0,1,10007000,2,1
810000354,2_002_66,2_002_66_10,1,0,0,,,,0,0,,,,0,0,,,,68,行走水母,10004000,0,,,1,1,0,1,10007000,2,1
810000356,2_002_64,2_002_64_10,1,0,0,,,,0,0,,,,0,0,,,,68,海馬,10004000,0,,,1,1,0,1,10007000,2,1
810000357,2_002_67,2_002_67_10,1,0,0,,,,0,0,,,,0,0,,,,68,坎貝爾,10004000,0,,,1,1,0,1,10007000,2,1
810000358,2_002_65,2_002_65_10,1,0,0,,,,0,0,,,,0,0,,,,68,考拉拉,10004000,0,,,1,1,0,1,10007000,2,1
810000359,3_047_01,,6,0,0,,,,0,0,,,,0,0,,,,69,機器哥布林(頭),10004000,0,,,0,0,0,0,0,0,1
810000360,3_047_02,,6,0,0,,,,0,0,,,,0,0,,,,69,機器哥布林(胳膊),10004000,0,,,0,0,0,0,0,0,1
810000361,2_700_39,2_700_39_10,1,0,0,,,,0,0,,,,0,0,,,,45,潛水艇 走向亞特蘭蒂斯,10004000,0,,,0,0,0,0,0,0,1
810000362,2_700_40,2_700_40_10,1,0,0,,,,0,0,,,,0,0,,,,45,潛水艇 走向奧羅加海邊,10004000,0,,,0,0,0,0,0,0,1
810000363,2_700_41,2_700_41_10,1,0,0,,,,0,0,,,,0,0,,,,45,轉職確認,10004000,0,,,0,0,0,0,0,0,1
810000364,3_003_02,,6,0,0,,,,0,0,,,,0,0,,,,45,邪惡海妖,10004000,186,,,1,1,0,0,10007000,5,1
810000365,2_600_15,,1,0,0,,,,0,0,,,,0,0,,,,66,會咬人的耶比妹妹,10004000,0,,,0,0,0,0,0,0,1
810000366,2_600_15,,1,0,0,,,,0,0,,,,0,0,,,,66,收費地圖 確認用,10004000,0,,,0,0,0,0,0,0,1
810000367,2_002_68,2_002_68_10,1,0,0,,,,0,0,,,,0,0,,,,,聖誕筋肉人,0,0,,,1,1,0,1,0,0,1
810000368,2_002_69,2_002_69_10,1,0,0,,,,0,0,,,,0,0,,,,,聖誕耶比,0,0,,,1,1,0,1,0,0,1
810000369,2_600_15,,1,0,0,,,,0,0,,,,0,0,,,,69,轉職測驗,10004000,0,,,0,0,0,0,0,0,1
810060001,2_002_50,2_002_50_10,1,0,0,,,,0,0,,,,0,0,,,,36,毒蘑菇,10004000,63,,,1,0,0,0,10007000,2,1
810060002,2_002_51,2_002_51_10,1,0,0,,,,0,0,,,,0,0,,,,36,火球菌,0,0,,,0,0,0,0,0,0,1
810060003,2_600_03,2_600_02_10,1,0,0,,,,0,0,,,,0,0,,,,1,木偶,10004000,32,,,1,1,0,1,0,0,1
810060004,2_600_04,2_600_04_10,1,0,0,,,,0,0,,,,0,0,,,,,大炮1,0,0,,,0,0,0,1,0,0,1
810060005,2_600_04,2_600_04_10,1,0,0,,,,0,0,,,,0,0,,,,,大炮2,0,0,,,0,0,0,1,0,0,1
810060006,2_600_04,2_600_04_10,1,1,100,想飛到上方，記得使用點火技能。,,,0,0,,,,0,0,,,,,大炮3,0,0,,,0,0,0,1,0,0,1
810060007,2_600_04,2_600_04_10,1,0,0,,,,0,0,,,,0,0,,,,,大炮4,0,0,,,0,0,0,1,0,0,1
810060008,2_600_04,2_600_04_10,1,0,0,,,,0,0,,,,0,0,,,,,大炮5,0,0,,,0,0,0,1,0,0,1
810060009,2_600_05,2_600_04_10,1,0,0,,,,0,0,,,,0,0,,,,"60,112",小炮,0,0,,,0,0,0,0,0,0,1
810060010,2_600_06,2_600_06_10,1,0,0,,,,0,0,,,,0,0,,,,***,跳版,0,0,,,0,0,0,0,0,0,1
810060011,2_600_07,2_600_07_10,1,0,0,,,,0,0,,,,0,0,,,,40,芝麻開門,0,0,,,0,0,0,0,0,0,1
810060012,2_600_08,2_600_08_10,1,0,0,,,,0,0,,,,0,0,,,,36,炮彈,0,0,,,0,0,0,0,0,0,1
810060013,2_600_09,2_600_09_10,1,0,0,,,,0,0,,,,0,0,,,,44,雪球,0,0,,,0,0,0,0,0,0,1
810060014,2_600_10,2_600_10_10,1,0,0,,,,0,0,,,,0,0,,,,17,卡塔利那_艾爾波,0,0,,,1,0,0,1,0,0,1
810060015,2_600_11,2_600_10_10,1,10,100,,,,0,0,,,,0,0,,,,46,卡塔利那_白天 虎鯨號,0,0,,,0,0,0,0,0,0,1
810060016,2_600_12,2_600_12_10,1,10,100,哎呀，掉到了！送到黑夜去~。,,,0,0,,,,0,0,,,,46,綁架海盜_黑夜 虎鯨號,0,0,,,0,0,0,0,0,0,1
810060017,2_600_13,,1,0,0,,,,0,0,,,,0,0,,,,44,耶誕節禮物,0,0,,,0,0,0,0,0,0,1
810060018,2_600_01,2_600_01_10,1,0,0,,,,0,0,,,,0,0,,,,,足球,0,0,,,1,1,0,0,0,0,1
810060019,2_600_02,2_600_02_10,1,0,0,,,,0,0,,,,0,0,,,,1,竹偶,10004000,31,,,1,1,0,1,0,0,1
810060020,2_600_14,2_600_38_10,1,0,0,,,,0,0,,,,0,0,,,,"186,191,196,199,201",跳版,0,0,,,0,0,0,0,0,0,1
810070001,2_700_01,2_700_01_10,1,0,0,,,,0,0,,,,0,0,,,,,鐵突刺1,0,0,,,0,0,0,0,0,0,1
810070002,2_700_02,2_700_02_10,1,0,0,,,,0,0,,,,0,0,,,,202,木突刺2,0,0,,,0,0,0,0,0,0,1
810070003,2_700_03,2_700_03_10,1,0,0,,,,0,0,,,,0,0,,,,23,左突刺3,0,0,,,0,0,0,0,0,0,1
810070004,2_700_04,2_700_04_10,1,0,0,,,,0,0,,,,0,0,,,,23,右突刺4,0,0,,,0,0,0,0,0,0,1
810070005,2_700_05,2_700_05_10,1,0,0,,,,0,0,,,,0,0,,,,,煤氣1,0,0,,,0,0,0,0,0,0,1
810070006,2_700_06,,1,0,0,,,,0,0,,,,0,0,,,,,電氣,0,0,,,0,0,0,0,0,0,1
810070007,2_700_07,,1,0,0,,,,0,0,,,,0,0,,,,,污染物,0,0,,,0,0,0,0,0,0,1
810070008,2_700_08,,1,0,0,,,,0,0,,,,0,0,,,,,復原點,0,0,,,0,0,0,0,0,0,1
810070009,2_700_09,,1,0,0,,,,0,0,,,,0,0,,,,15,逃脫點1,0,0,,,0,0,0,0,0,0,1
810070010,2_700_09,,1,0,0,,,,0,0,,,,0,0,,,,15,逃脫點2,0,0,,,0,0,0,0,0,0,1
810070011,2_700_09,,1,0,0,,,,0,0,,,,0,0,,,,15,逃脫點3,0,0,,,0,0,0,0,0,0,1
810070012,2_700_09,,1,0,0,,,,0,0,,,,0,0,,,,15,逃脫點4,0,0,,,0,0,0,0,0,0,1
810070013,2_700_09,,1,0,0,,,,0,0,,,,0,0,,,,15,逃脫點5,0,0,,,0,0,0,0,0,0,1
810070014,2_700_09,,1,0,0,,,,0,0,,,,0,0,,,,15,逃脫點6,0,0,,,0,0,0,0,0,0,1
810070015,2_700_10,2_700_10_10,1,0,0,,,,0,0,,,,0,0,,,,15,隨機移動,0,0,,,0,0,0,0,0,0,1
810070016,2_700_11,,1,0,0,,,,0,0,,,,0,0,,,,,猜謎室的閃電O,0,0,,,0,0,0,0,0,0,1
810070017,2_700_11,,1,0,0,,,,0,0,,,,0,0,,,,,猜謎室的閃電X,0,0,,,0,0,0,0,0,0,1
810070018,2_700_09,,1,0,0,,,,0,0,,,,0,0,,,,36,逃脫點,0,0,,,0,0,0,0,0,0,1
810070019,2_700_12,2_700_06_10,1,0,0,,,,0,0,,,,0,0,,,,36,BOSS房突刺,0,0,,,0,0,0,0,0,0,1
810070020,2_700_13,,1,0,0,,,,0,0,,,,0,0,,,,36,水管口,0,0,,,0,0,0,0,0,0,1
810070021,2_700_13,,1,0,0,,,,0,0,,,,0,0,,,,36,水管口,0,0,,,0,0,0,0,0,0,1
810070022,2_700_15,,1,0,0,,,,0,0,,,,0,0,,,,40,庫加波,0,0,,,0,0,0,0,0,0,1
810070023,2_700_14,,1,0,0,,,,0,0,,,,0,0,,,,40,BOSS房閃電陷阱,0,0,,,0,0,0,0,0,0,1
810070024,2_700_16,2_700_16_10,1,0,0,,,,0,0,,,,0,0,,,,36,,0,0,,,0,0,0,0,0,0,1
810070025,2_700_09,,1,0,0,,,,0,0,,,,0,0,,,,40,BOSS房時間限制陷阱,0,0,,,0,0,0,0,0,0,1
810070026,2_700_02,2_700_02_10,1,0,0,,,,0,0,,,,0,0,,,,,突刺2,0,0,,,0,0,0,0,0,0,1
810070027,2_700_02,2_700_02_10,1,0,0,,,,0,0,,,,0,0,,,,,突刺2,0,0,,,0,0,0,0,0,0,1
810070028,2_700_01,2_700_01_10,1,0,0,,,,0,0,,,,0,0,,,,,突刺2,0,0,,,0,0,0,0,0,0,1
810070029,2_700_02,2_700_02_10,1,0,0,,,,0,0,,,,0,0,,,,61,突刺2,0,0,,,0,0,0,0,0,0,1
810070030,2_700_01,2_700_01_10,1,0,0,,,,0,0,,,,0,0,,,,,突刺2,0,0,,,0,0,0,0,0,0,1
810070031,2_700_02,2_700_02_10,1,0,0,,,,0,0,,,,0,0,,,,,突刺2,0,0,,,0,0,0,0,0,0,1
810070032,2_700_01,2_700_01_10,1,0,0,,,,0,0,,,,0,0,,,,,突刺2,0,0,,,0,0,0,0,0,0,1
810070033,2_700_02,2_700_02_10,1,0,0,,,,0,0,,,,0,0,,,,,突刺2,0,0,,,0,0,0,0,0,0,1
810070034,2_700_01,2_700_01_10,1,0,0,,,,0,0,,,,0,0,,,,,突刺2,0,0,,,0,0,0,0,0,0,1
810070035,2_700_14,,1,0,0,,,,0,0,,,,0,0,,,,45,BOSS房閃電陷阱,0,0,,,0,0,0,0,0,0,1
810070036,2_700_42,,1,0,0,,,,0,0,,,,0,0,,,,44,X-Mas房時間限制陷阱,0,0,,,0,0,0,0,0,0,1
810070037,2_700_17,2_700_17_10,1,0,0,,,,0,0,,,,0,0,,,,44,移動到耶誕節房,0,0,,,0,0,0,0,0,0,1
810070038,2_700_18,,1,0,0,,,,0,0,,,,0,0,,,,36,超級瑪琍3 捕捉炮彈的陷阱,0,0,,,0,0,0,0,0,0,1
810070039,2_700_19,2_700_19_10,1,0,0,,,,0,0,,,,0,0,,,,5,貝希摩斯喉嚨,0,0,,,0,0,0,0,0,0,1
810070040,2_700_20,2_700_20_10,1,0,0,,,,0,0,,,,0,0,,,,54,隨機移動,0,0,,,0,0,0,1,0,0,1
810070041,2_700_21,,1,0,0,,,,0,0,,,,0,0,,,,"51,44",水晶礦場計時器,0,0,,,0,0,0,0,0,0,1
810070042,2_700_22,2_700_22_10,1,0,0,,,,0,0,,,,0,0,,,,60,冰柱,0,0,,,0,0,0,0,0,0,1
810070043,2_700_23,2_700_22_10,1,0,0,,,,0,0,,,,0,0,,,,60,冰柱1,0,0,,,0,0,0,0,0,0,1
810070044,2_700_24,2_700_24_10,1,0,0,,,,0,0,,,,0,0,,,,60,冰刺,0,0,,,0,0,0,0,0,0,1
810070045,2_700_25,2_700_24_10,1,0,0,,,,0,0,,,,0,0,,,,60,冰刺1,0,0,,,0,0,0,0,0,0,1
810070046,2_700_26,2_700_26_10,1,0,0,,,,0,0,,,,0,0,,,,60,冰刺左,0,0,,,0,0,0,0,0,0,1
810070047,2_700_27,2_700_26_10,1,0,0,,,,0,0,,,,0,0,,,,60,冰刺左1,0,0,,,0,0,0,0,0,0,1
810070048,2_700_28,2_700_26_10,1,0,0,,,,0,0,,,,0,0,,,,60,冰刺右,0,0,,,0,0,0,0,0,0,1
810070049,2_700_29,2_700_26_10,1,0,0,,,,0,0,,,,0,0,,,,60,冰刺右1,0,0,,,0,0,0,0,0,0,1
810070050,2_700_30,2_700_30_10,1,0,0,,,,0,0,,,,0,0,,,,52,上下鐵錘陷阱,0,0,,,0,0,0,0,0,0,1
810070051,2_700_31,2_700_05_10,1,0,0,,,,0,0,,,,0,0,,,,52,毒氣柱,0,0,,,0,0,0,0,0,0,1
810070052,2_700_31,2_700_05_10,1,0,0,,,,0,0,,,,0,0,,,,52,火焰柱上,0,0,,,0,0,0,0,0,0,1
810070054,2_700_32,,1,0,0,,,,0,0,,,,0,0,,,,52,,0,0,,,0,0,0,0,0,0,1
810070055,2_700_33,,1,0,0,,,,0,0,,,,0,0,,,,52,,0,0,,,0,0,0,0,0,0,1
810070056,2_700_34,,1,0,0,,,,0,0,,,,0,0,,,,52,,0,0,,,0,0,0,0,0,0,1
810070057,2_700_35,,1,0,0,,,,0,0,,,,0,0,,,,60,持續傷害,0,0,,,0,0,0,0,0,0,1
810070058,2_700_35,,1,0,0,,,,0,0,,,,0,0,,,,60,移動速度3,0,0,,,0,0,0,0,0,0,1
810070059,2_700_35,,1,0,0,,,,0,0,,,,0,0,,,,60,移動速度7,0,0,,,0,0,0,0,0,0,1
810070060,2_700_35,,1,0,0,,,,0,0,,,,0,0,,,,60,移動速度1,0,0,,,0,0,0,0,0,0,1
810070061,2_700_36,,1,0,0,,,,0,0,,,,0,0,,,,52,火焰柱下,0,0,,,0,0,0,0,0,0,1
810070062,2_700_36,,1,0,0,,,,0,0,,,,0,0,,,,60,攻擊力,0,0,,,0,0,0,0,0,0,1
810070063,2_700_37,2_700_37_10,1,0,0,,,,0,0,,,,0,0,,,,60,冰槍,0,0,,,0,0,0,0,0,0,1
810070064,2_700_13,,1,0,0,,,,0,0,,,,0,0,,,,72,下水道陷阱,0,0,,,0,0,0,0,0,0,1
810070065,2_700_42,,1,0,0,,,,0,0,,,,0,0,,,,,會咬人的耶比妹妹,0,0,,,0,0,0,0,0,0,1
810080001,2_800_01,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,,寶箱子,0,0,,,0,0,0,1,0,0,1
810080002,2_800_02,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,,鎖箱子,0,0,,,0,0,0,1,0,0,1
810080003,2_800_02,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,,鎖箱子,0,0,,,0,0,0,1,0,0,1
810080004,2_800_02,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,,鎖箱子,0,0,,,0,0,0,1,0,0,1
810080005,2_800_02,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,,鎖箱子,0,0,,,0,0,0,1,0,0,1
810080006,2_800_03,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,25,礦石結晶小型,0,0,,,0,0,0,1,0,0,1
810080007,2_800_03,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,25,礦石結晶中型,0,0,,,0,0,0,1,0,0,1
810080008,2_800_03,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,25,礦石結晶大型,0,0,,,0,0,0,1,0,0,1
810080009,2_800_04,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,4,缸小型,0,0,,,0,1,0,1,0,0,1
810080010,2_800_04,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,,缸中型,0,0,,,0,1,0,1,0,0,1
810080011,2_800_04,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,,缸大型,0,0,,,0,1,0,1,0,0,1
810080012,2_800_05,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,15,符咒缸1,0,0,,,0,1,0,1,0,0,1
810080013,2_800_05,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,15,符咒缸2,0,0,,,0,1,0,1,0,0,1
810080014,2_800_05,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,15,符咒缸3,0,0,,,0,1,0,1,0,0,1
810080015,2_800_06,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,,木箱子小型,0,0,,,0,1,0,1,0,0,1
810080016,2_800_06,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,,木箱子中型,0,0,,,0,1,0,1,0,0,1
810080017,2_800_06,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,,木箱子大型,0,0,,,0,1,0,1,0,0,1
810080018,2_800_07,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,15,符咒箱子1,0,0,,,0,1,0,1,0,0,1
810080019,2_800_07,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,15,符咒箱子2,0,0,,,0,1,0,1,0,0,1
810080020,2_800_07,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,15,符咒箱子3,0,0,,,0,1,0,1,0,0,1
810080021,2_800_08,2_800_02_10,1,0,0,,,,0,0,,,,0,0,,,,"3,11,12,16,21,22,24,47,112,114",物件1,0,0,,,0,0,0,0,0,0,1
810080022,2_800_08,2_800_02_10,1,0,0,,,,0,0,,,,0,0,,,,24,物件2,0,0,,,0,0,0,0,0,0,1
810080023,2_800_08,2_800_02_10,1,0,0,,,,0,0,,,,0,0,,,,58,物件3,0,0,,,0,0,0,0,0,0,1
810080024,2_800_08,2_800_02_10,1,0,0,,,,0,0,,,,0,0,,,,,物件4,0,0,,,0,0,0,0,0,0,1
810080025,2_800_08,2_800_02_10,1,0,0,,,,0,0,,,,0,0,,,,,物件5,0,0,,,0,0,0,0,0,0,1
