ID,_Name,_Description,_Application_Type,_OptionGroup,_OptionLevel,_Effect,_Effect_Type,_Option_Min,_Option_Max,_Enchant_Min,_Enchant_Max
592,Lv18 魔力 %+d,Lv18 魔力 %+d ~ %+d,0,500,18,1,22,108,215,23,40
593,Lv19 魔力 %+d,Lv19 魔力 %+d ~ %+d,0,500,19,1,22,128,247,25,40
594,Lv20 魔力 %+d,Lv20 魔力 %+d ~ %+d,0,500,20,1,22,149,279,27,40
595,Lv16 魔力 %+d,Lv16 魔力 %+d ~ %+d,0,500,16,1,22,114,218,31,60
596,Lv17 魔力 %+d,Lv17 魔力 %+d ~ %+d,0,500,17,1,22,141,266,34,60
597,Lv18 魔力 %+d,Lv18 魔力 %+d ~ %+d,0,500,18,1,22,170,314,37,60
598,Lv19 魔力 %+d,Lv19 魔力 %+d ~ %+d,0,500,19,1,22,202,362,40,60
599,Lv20 魔力 %+d,Lv20 魔力 %+d ~ %+d,0,500,20,1,22,236,410,43,60
701,Lv1 體力 %+d,Lv1 體力 %+d ~ %+d,0,700,1,1,26,1,2,1,3
702,Lv2 體力 %+d,Lv2 體力 %+d ~ %+d,0,700,2,1,26,2,4,1,3
703,Lv3 體力 %+d,Lv3 體力 %+d ~ %+d,0,700,3,1,26,3,7,2,3
704,Lv4 體力 %+d,Lv4 體力 %+d ~ %+d,0,700,4,1,26,4,10,2,4
705,Lv5 體力 %+d,Lv5 體力 %+d ~ %+d,0,700,5,1,26,5,13,2,4
706,Lv6 體力 %+d,Lv6 體力 %+d ~ %+d,0,700,6,1,26,6,16,2,5
707,Lv7 體力 %+d,Lv7 體力 %+d ~ %+d,0,700,7,1,26,8,20,2,5
708,Lv8 體力 %+d,Lv8 體力 %+d ~ %+d,0,700,8,1,26,9,24,3,5
709,Lv9 體力 %+d,Lv9 體力 %+d ~ %+d,0,700,9,1,26,11,28,3,6
710,Lv10 體力 %+d,Lv10 體力 %+d ~ %+d,0,700,10,1,26,13,33,3,7
711,Lv1 體力 %+d,Lv1 體力 %+d ~ %+d,0,700,1,1,26,1,3,1,5
712,Lv2 體力 %+d,Lv2 體力 %+d ~ %+d,0,700,2,1,26,2,6,1,5
713,Lv3 體力 %+d,Lv3 體力 %+d ~ %+d,0,700,3,1,26,4,11,2,5
714,Lv4 體力 %+d,Lv4 體力 %+d ~ %+d,0,700,4,1,26,6,15,2,6
715,Lv5 體力 %+d,Lv5 體力 %+d ~ %+d,0,700,5,1,26,8,20,2,6
716,Lv6 體力 %+d,Lv6 體力 %+d ~ %+d,0,700,6,1,26,10,24,2,8
717,Lv7 體力 %+d,Lv7 體力 %+d ~ %+d,0,700,7,1,26,12,30,2,8
718,Lv8 體力 %+d,Lv8 體力 %+d ~ %+d,0,700,8,1,26,15,36,3,8
719,Lv9 體力 %+d,Lv9 體力 %+d ~ %+d,0,700,9,1,26,18,42,3,9
720,Lv10 體力 %+d,Lv10 體力 %+d ~ %+d,0,700,10,1,26,21,50,3,11
721,Lv1 體力 %+d,Lv1 體力 %+d ~ %+d,0,700,1,1,26,2,3,2,4
722,Lv2 體力 %+d,Lv2 體力 %+d ~ %+d,0,700,2,1,26,3,6,2,4
723,Lv3 體力 %+d,Lv3 體力 %+d ~ %+d,0,700,3,1,26,4,9,2,4
724,Lv4 體力 %+d,Lv4 體力 %+d ~ %+d,0,700,4,1,26,5,13,2,5
725,Lv5 體力 %+d,Lv5 體力 %+d ~ %+d,0,700,5,1,26,7,17,3,5
726,Lv6 體力 %+d,Lv6 體力 %+d ~ %+d,0,700,6,1,26,9,21,3,6
727,Lv7 體力 %+d,Lv7 體力 %+d ~ %+d,0,700,7,1,26,11,26,3,6
728,Lv8 體力 %+d,Lv8 體力 %+d ~ %+d,0,700,8,1,26,12,31,3,7
729,Lv9 體力 %+d,Lv9 體力 %+d ~ %+d,0,700,9,1,26,15,37,4,8
730,Lv10 體力 %+d,Lv10 體力 %+d ~ %+d,0,700,10,1,26,17,43,4,9
731,Lv1 體力 %+d,Lv1 體力 %+d ~ %+d,0,700,1,1,26,2,5,2,6
732,Lv2 體力 %+d,Lv2 體力 %+d ~ %+d,0,700,2,1,26,4,9,2,6
733,Lv3 體力 %+d,Lv3 體力 %+d ~ %+d,0,700,3,1,26,6,14,2,6
734,Lv4 體力 %+d,Lv4 體力 %+d ~ %+d,0,700,4,1,26,8,20,2,8
735,Lv5 體力 %+d,Lv5 體力 %+d ~ %+d,0,700,5,1,26,11,26,3,8
736,Lv6 體力 %+d,Lv6 體力 %+d ~ %+d,0,700,6,1,26,14,32,3,9
737,Lv7 體力 %+d,Lv7 體力 %+d ~ %+d,0,700,7,1,26,17,39,3,9
738,Lv8 體力 %+d,Lv8 體力 %+d ~ %+d,0,700,8,1,26,20,47,3,11
739,Lv9 體力 %+d,Lv9 體力 %+d ~ %+d,0,700,9,1,26,24,56,4,12
740,Lv10 體力 %+d,Lv10 體力 %+d ~ %+d,0,700,10,1,26,28,65,4,14
741,Lv11 體力 %+d,Lv11 體力 %+d ~ %+d,0,700,11,1,26,25,36,3,8
742,Lv12 體力 %+d,Lv12 體力 %+d ~ %+d,0,700,12,1,26,29,43,4,10
743,Lv13 體力 %+d,Lv13 體力 %+d ~ %+d,0,700,13,1,26,34,55,7,15
744,Lv14 體力 %+d,Lv14 體力 %+d ~ %+d,0,700,14,1,26,46,87,15,40
745,Lv15 體力 %+d,Lv15 體力 %+d ~ %+d,0,700,15,1,26,59,119,17,40
746,Lv11 體力 %+d,Lv11 體力 %+d ~ %+d,0,700,11,1,26,33,45,5,11
747,Lv12 體力 %+d,Lv12 體力 %+d ~ %+d,0,700,12,1,26,39,54,6,14
748,Lv13 體力 %+d,Lv13 體力 %+d ~ %+d,0,700,13,1,26,48,74,12,25
749,Lv14 體力 %+d,Lv14 體力 %+d ~ %+d,0,700,14,1,26,68,122,25,60
750,Lv15 體力 %+d,Lv15 體力 %+d ~ %+d,0,700,15,1,26,90,170,28,60
751,Lv1 體力 %+d,Lv1 體力 %+d ~ %+d,0,700,1,1,26,-3,-2,-3,-1
752,Lv2 體力 %+d,Lv2 體力 %+d ~ %+d,0,700,2,1,26,-6,-5,-3,-2
753,Lv3 體力 %+d,Lv3 體力 %+d ~ %+d,0,700,3,1,26,-10,-8,-4,-2
754,Lv4 體力 %+d,Lv4 體力 %+d ~ %+d,0,700,4,1,26,-14,-11,-4,-2
755,Lv5 體力 %+d,Lv5 體力 %+d ~ %+d,0,700,5,1,26,-19,-14,-5,-2
756,Lv6 體力 %+d,Lv6 體力 %+d ~ %+d,0,700,6,1,26,-24,-18,-5,-2
757,Lv7 體力 %+d,Lv7 體力 %+d ~ %+d,0,700,7,1,26,-29,-22,-5,-3
758,Lv8 體力 %+d,Lv8 體力 %+d ~ %+d,0,700,8,1,26,-35,-26,-6,-3
759,Lv9 體力 %+d,Lv9 體力 %+d ~ %+d,0,700,9,1,26,-42,-31,-7,-3
760,Lv10 體力 %+d,Lv10 體力 %+d ~ %+d,0,700,10,1,26,-49,-36,-7,-3
761,Lv11 體力 %+d,Lv11 體力 %+d ~ %+d,0,700,11,1,26,-57,-18,-8,-4
762,Lv12 體力 %+d,Lv12 體力 %+d ~ %+d,0,700,12,1,26,-67,-21,-10,-5
763,Lv13 體力 %+d,Lv13 體力 %+d ~ %+d,0,700,13,1,26,-79,-25,-12,-6
764,Lv14 體力 %+d,Lv14 體力 %+d ~ %+d,0,700,14,1,26,-94,-30,-15,-7
765,Lv15 體力 %+d,Lv15 體力 %+d ~ %+d,0,700,15,1,26,-111,-36,-17,-9
771,Lv1 體力 %+d,Lv1 體力 %+d ~ %+d,0,700,1,1,26,-4,-3,-4,-2
772,Lv2 體力 %+d,Lv2 體力 %+d ~ %+d,0,700,2,1,26,-8,-6,-4,-2
773,Lv3 體力 %+d,Lv3 體力 %+d ~ %+d,0,700,3,1,26,-13,-10,-5,-2
774,Lv4 體力 %+d,Lv4 體力 %+d ~ %+d,0,700,4,1,26,-18,-14,-5,-3
775,Lv5 體力 %+d,Lv5 體力 %+d ~ %+d,0,700,5,1,26,-24,-18,-6,-3
776,Lv6 體力 %+d,Lv6 體力 %+d ~ %+d,0,700,6,1,26,-30,-23,-6,-3
777,Lv7 體力 %+d,Lv7 體力 %+d ~ %+d,0,700,7,1,26,-37,-28,-7,-3
778,Lv8 體力 %+d,Lv8 體力 %+d ~ %+d,0,700,8,1,26,-45,-34,-8,-4
779,Lv9 體力 %+d,Lv9 體力 %+d ~ %+d,0,700,9,1,26,-54,-40,-9,-4
780,Lv10 體力 %+d,Lv10 體力 %+d ~ %+d,0,700,10,1,26,-63,-47,-9,-4
781,Lv11 體力 %+d,Lv11 體力 %+d ~ %+d,0,700,11,1,26,-74,-23,-11,-5
782,Lv12 體力 %+d,Lv12 體力 %+d ~ %+d,0,700,12,1,26,-87,-27,-13,-6
783,Lv13 體力 %+d,Lv13 體力 %+d ~ %+d,0,700,13,1,26,-103,-32,-16,-8
784,Lv14 體力 %+d,Lv14 體力 %+d ~ %+d,0,700,14,1,26,-122,-39,-19,-10
785,Lv15 體力 %+d,Lv15 體力 %+d ~ %+d,0,700,15,1,26,-144,-47,-22,-12
790,Lv16 體力 %+d,Lv16 體力 %+d ~ %+d,0,700,16,1,26,74,151,19,40
791,Lv17 體力 %+d,Lv17 體力 %+d ~ %+d,0,700,17,1,26,90,183,21,40
792,Lv18 體力 %+d,Lv18 體力 %+d ~ %+d,0,700,18,1,26,108,215,23,40
793,Lv19 體力 %+d,Lv19 體力 %+d ~ %+d,0,700,19,1,26,128,247,25,40
794,Lv20 體力 %+d,Lv20 體力 %+d ~ %+d,0,700,20,1,26,149,279,27,40
795,Lv16 體力 %+d,Lv16 體力 %+d ~ %+d,0,700,16,1,26,114,218,31,60
796,Lv17 體力 %+d,Lv17 體力 %+d ~ %+d,0,700,17,1,26,141,266,34,60
797,Lv18 體力 %+d,Lv18 體力 %+d ~ %+d,0,700,18,1,26,170,314,37,60
798,Lv19 體力 %+d,Lv19 體力 %+d ~ %+d,0,700,19,1,26,202,362,40,60
799,Lv20 體力 %+d,Lv20 體力 %+d ~ %+d,0,700,20,1,26,236,410,43,60
901,Lv1 最大 HP %+d,Lv1 最大 HP %+d ~ %+d,0,900,1,1,30,6,13,9,16
902,Lv2 最大 HP %+d,Lv2 最大 HP %+d ~ %+d,0,900,2,1,30,12,26,10,17
903,Lv3 最大 HP %+d,Lv3 最大 HP %+d ~ %+d,0,900,3,1,30,18,41,11,19
904,Lv4 最大 HP %+d,Lv4 最大 HP %+d ~ %+d,0,900,4,1,30,26,58,12,21
905,Lv5 最大 HP %+d,Lv5 最大 HP %+d ~ %+d,0,900,5,1,30,33,76,13,23
906,Lv6 最大 HP %+d,Lv6 最大 HP %+d ~ %+d,0,900,6,1,30,42,96,14,26
907,Lv7 最大 HP %+d,Lv7 最大 HP %+d ~ %+d,0,900,7,1,30,51,118,16,28
908,Lv8 最大 HP %+d,Lv8 最大 HP %+d ~ %+d,0,900,8,1,30,62,142,17,31
909,Lv9 最大 HP %+d,Lv9 最大 HP %+d ~ %+d,0,900,9,1,30,73,168,19,34
910,Lv10 最大 HP %+d,Lv10 最大 HP %+d ~ %+d,0,900,10,1,30,86,197,21,37
911,Lv1 最大 HP %+d,Lv1 最大 HP %+d ~ %+d,0,900,1,1,30,9,20,9,24
912,Lv2 最大 HP %+d,Lv2 最大 HP %+d ~ %+d,0,900,2,1,30,19,39,10,26
913,Lv3 最大 HP %+d,Lv3 最大 HP %+d ~ %+d,0,900,3,1,30,30,62,11,29
914,Lv4 最大 HP %+d,Lv4 最大 HP %+d ~ %+d,0,900,4,1,30,42,87,12,32
915,Lv5 最大 HP %+d,Lv5 最大 HP %+d ~ %+d,0,900,5,1,30,55,114,13,35
916,Lv6 最大 HP %+d,Lv6 最大 HP %+d ~ %+d,0,900,6,1,30,69,144,14,39
917,Lv7 最大 HP %+d,Lv7 最大 HP %+d ~ %+d,0,900,7,1,30,85,177,16,42
918,Lv8 最大 HP %+d,Lv8 最大 HP %+d ~ %+d,0,900,8,1,30,102,213,17,47
919,Lv9 最大 HP %+d,Lv9 最大 HP %+d ~ %+d,0,900,9,1,30,121,252,19,51
920,Lv10 最大 HP %+d,Lv10 最大 HP %+d ~ %+d,0,900,10,1,30,142,296,21,56
941,Lv11 最大 HP %+d,Lv11 最大 HP %+d ~ %+d,0,900,11,1,30,167,194,25,46
942,Lv12 最大 HP %+d,Lv12 最大 HP %+d ~ %+d,0,900,12,1,30,197,232,30,58
943,Lv13 最大 HP %+d,Lv13 最大 HP %+d ~ %+d,0,900,13,1,30,233,312,45,100
944,Lv14 最大 HP %+d,Lv14 最大 HP %+d ~ %+d,0,900,14,1,30,313,488,100,220
945,Lv15 最大 HP %+d,Lv15 最大 HP %+d ~ %+d,0,900,15,1,30,401,664,110,220
951,Lv1 最大 HP %+d,Lv1 最大 HP %+d ~ %+d,0,900,1,1,30,-17,-14,-17,-10
952,Lv2 最大 HP %+d,Lv2 最大 HP %+d ~ %+d,0,900,2,1,30,-36,-29,-19,-11
953,Lv3 最大 HP %+d,Lv3 最大 HP %+d ~ %+d,0,900,3,1,30,-57,-45,-21,-12
954,Lv4 最大 HP %+d,Lv4 最大 HP %+d ~ %+d,0,900,4,1,30,-80,-63,-23,-13
955,Lv5 最大 HP %+d,Lv5 最大 HP %+d ~ %+d,0,900,5,1,30,-106,-83,-26,-14
956,Lv6 最大 HP %+d,Lv6 最大 HP %+d ~ %+d,0,900,6,1,30,-134,-105,-28,-16
957,Lv7 最大 HP %+d,Lv7 最大 HP %+d ~ %+d,0,900,7,1,30,-165,-129,-31,-17
958,Lv8 最大 HP %+d,Lv8 最大 HP %+d ~ %+d,0,900,8,1,30,-199,-156,-34,-19
959,Lv9 最大 HP %+d,Lv9 最大 HP %+d ~ %+d,0,900,9,1,30,-236,-185,-37,-21
960,Lv10 最大 HP %+d,Lv10 最大 HP %+d ~ %+d,0,900,10,1,30,-277,-217,-41,-23
961,Lv11 最大 HP %+d,Lv11 最大 HP %+d ~ %+d,0,900,11,1,30,-326,-121,-49,-29
962,Lv12 最大 HP %+d,Lv12 最大 HP %+d ~ %+d,0,900,12,1,30,-385,-144,-59,-36
963,Lv13 最大 HP %+d,Lv13 最大 HP %+d ~ %+d,0,900,13,1,30,-456,-173,-71,-45
964,Lv14 最大 HP %+d,Lv14 最大 HP %+d ~ %+d,0,900,14,1,30,-541,-210,-85,-56
965,Lv15 最大 HP %+d,Lv15 最大 HP %+d ~ %+d,0,900,15,1,30,-643,-255,-102,-70
990,Lv16 最大 HP %+d,Lv16 最大 HP %+d ~ %+d,0,900,16,1,30,497,840,120,220
991,Lv17 最大 HP %+d,Lv17 最大 HP %+d ~ %+d,0,900,17,1,30,601,1016,130,220
992,Lv18 最大 HP %+d,Lv18 最大 HP %+d ~ %+d,0,900,18,1,30,713,1192,140,220
993,Lv19 最大 HP %+d,Lv19 最大 HP %+d ~ %+d,0,900,19,1,30,833,1368,150,220
994,Lv20 最大 HP %+d,Lv20 最大 HP %+d ~ %+d,0,900,20,1,30,961,1544,160,220
1101,Lv1 最大 SP %+d,Lv1 最大 SP %+d ~ %+d,0,1100,1,1,34,4,8,6,9
1102,Lv2 最大 SP %+d,Lv2 最大 SP %+d ~ %+d,0,1100,2,1,34,8,16,7,10
1103,Lv3 最大 SP %+d,Lv3 最大 SP %+d ~ %+d,0,1100,3,1,34,12,25,7,11
1104,Lv4 最大 SP %+d,Lv4 最大 SP %+d ~ %+d,0,1100,4,1,34,17,35,8,12
1105,Lv5 最大 SP %+d,Lv5 最大 SP %+d ~ %+d,0,1100,5,1,34,23,47,9,14
1106,Lv6 最大 SP %+d,Lv6 最大 SP %+d ~ %+d,0,1100,6,1,34,29,59,10,15
1107,Lv7 最大 SP %+d,Lv7 最大 SP %+d ~ %+d,0,1100,7,1,34,35,73,11,17
1108,Lv8 最大 SP %+d,Lv8 最大 SP %+d ~ %+d,0,1100,8,1,34,42,88,12,18
1109,Lv9 最大 SP %+d,Lv9 最大 SP %+d ~ %+d,0,1100,9,1,34,50,105,13,20
1110,Lv10 最大 SP %+d,Lv10 最大 SP %+d ~ %+d,0,1100,10,1,34,59,123,15,22
1111,Lv1 最大 SP %+d,Lv1 最大 SP %+d ~ %+d,0,1100,1,1,34,6,12,6,14
1112,Lv2 最大 SP %+d,Lv2 最大 SP %+d ~ %+d,0,1100,2,1,34,13,24,7,15
1113,Lv3 最大 SP %+d,Lv3 最大 SP %+d ~ %+d,0,1100,3,1,34,20,38,7,17
1114,Lv4 最大 SP %+d,Lv4 最大 SP %+d ~ %+d,0,1100,4,1,34,28,53,8,18
1115,Lv5 最大 SP %+d,Lv5 最大 SP %+d ~ %+d,0,1100,5,1,34,37,71,9,21
1116,Lv6 最大 SP %+d,Lv6 最大 SP %+d ~ %+d,0,1100,6,1,34,47,89,10,23
1117,Lv7 最大 SP %+d,Lv7 最大 SP %+d ~ %+d,0,1100,7,1,34,58,110,11,26
1118,Lv8 最大 SP %+d,Lv8 最大 SP %+d ~ %+d,0,1100,8,1,34,70,132,12,27
1119,Lv9 最大 SP %+d,Lv9 最大 SP %+d ~ %+d,0,1100,9,1,34,83,158,13,30
1120,Lv10 最大 SP %+d,Lv10 最大 SP %+d ~ %+d,0,1100,10,1,34,98,185,15,33
1141,Lv11 最大 SP %+d,Lv11 最大 SP %+d ~ %+d,0,1100,11,1,34,69,147,18,28
1142,Lv12 最大 SP %+d,Lv12 最大 SP %+d ~ %+d,0,1100,12,1,34,82,175,22,34
1143,Lv13 最大 SP %+d,Lv13 最大 SP %+d ~ %+d,0,1100,13,1,34,103,223,27,60
1144,Lv14 最大 SP %+d,Lv14 最大 SP %+d ~ %+d,0,1100,14,1,34,151,335,60,140
1145,Lv15 最大 SP %+d,Lv15 最大 SP %+d ~ %+d,0,1100,15,1,34,203,447,65,140
1151,Lv1 最大 SP %+d,Lv1 最大 SP %+d ~ %+d,0,1100,1,1,34,-10,-9,-10,-7
1152,Lv2 最大 SP %+d,Lv2 最大 SP %+d ~ %+d,0,1100,2,1,34,-21,-18,-11,-7
1153,Lv3 最大 SP %+d,Lv3 最大 SP %+d ~ %+d,0,1100,3,1,34,-33,-28,-12,-8
1154,Lv4 最大 SP %+d,Lv4 最大 SP %+d ~ %+d,0,1100,4,1,34,-47,-39,-14,-9
1155,Lv5 最大 SP %+d,Lv5 最大 SP %+d ~ %+d,0,1100,5,1,34,-62,-52,-15,-10
1156,Lv6 最大 SP %+d,Lv6 最大 SP %+d ~ %+d,0,1100,6,1,34,-79,-66,-17,-11
1157,Lv7 最大 SP %+d,Lv7 最大 SP %+d ~ %+d,0,1100,7,1,34,-97,-81,-18,-12
1158,Lv8 最大 SP %+d,Lv8 最大 SP %+d ~ %+d,0,1100,8,1,34,-117,-97,-20,-13
1159,Lv9 最大 SP %+d,Lv9 最大 SP %+d ~ %+d,0,1100,9,1,34,-139,-116,-22,-15
1160,Lv10 最大 SP %+d,Lv10 最大 SP %+d ~ %+d,0,1100,10,1,34,-163,-136,-24,-16
1161,Lv11 最大 SP %+d,Lv11 最大 SP %+d ~ %+d,0,1100,11,1,34,-192,-84,-29,-20
1162,Lv12 最大 SP %+d,Lv12 最大 SP %+d ~ %+d,0,1100,12,1,34,-227,-100,-35,-25
1163,Lv13 最大 SP %+d,Lv13 最大 SP %+d ~ %+d,0,1100,13,1,34,-268,-120,-41,-31
1164,Lv14 最大 SP %+d,Lv14 最大 SP %+d ~ %+d,0,1100,14,1,34,-318,-145,-50,-39
1165,Lv15 最大 SP %+d,Lv15 最大 SP %+d ~ %+d,0,1100,15,1,34,-378,-177,-60,-49
1190,Lv16 最大 SP %+d,Lv16 最大 SP %+d ~ %+d,0,1100,16,1,34,259,559,70,140
1191,Lv17 最大 SP %+d,Lv17 最大 SP %+d ~ %+d,0,1100,17,1,34,319,671,75,140
1192,Lv18 最大 SP %+d,Lv18 最大 SP %+d ~ %+d,0,1100,18,1,34,383,783,80,140
1193,Lv19 最大 SP %+d,Lv19 最大 SP %+d ~ %+d,0,1100,19,1,34,451,895,85,140
1194,Lv20 最大 SP %+d,Lv20 最大 SP %+d ~ %+d,0,1100,20,1,34,523,1007,90,140
1301,Lv1 物理/魔法命中率 %+d％,Lv1 物理/魔法命中率 %+d％ ~ %+d％,0,1300,1,1,466,1,1,1,1
1302,Lv2 物理/魔法命中率 %+d％,Lv2 物理/魔法命中率 %+d％ ~ %+d％,0,1300,2,1,466,2,2,1,1
1303,Lv3 物理/魔法命中率 %+d％,Lv3 物理/魔法命中率 %+d％ ~ %+d％,0,1300,3,1,466,3,3,1,1
1304,Lv4 物理/魔法命中率 %+d％,Lv4 物理/魔法命中率 %+d％ ~ %+d％,0,1300,4,1,466,4,4,1,1
1305,Lv5 物理/魔法命中率 %+d％,Lv5 物理/魔法命中率 %+d％ ~ %+d％,0,1300,5,1,466,6,6,2,2
1306,Lv6 物理/魔法命中率 %+d％,Lv6 物理/魔法命中率 %+d％ ~ %+d％,0,1300,6,1,466,8,8,2,2
1307,Lv7 物理/魔法命中率 %+d％,Lv7 物理/魔法命中率 %+d％ ~ %+d％,0,1300,7,1,466,10,10,2,2
1308,Lv8 物理/魔法命中率 %+d％,Lv8 物理/魔法命中率 %+d％ ~ %+d％,0,1300,8,1,466,12,12,2,2
1309,Lv9 物理/魔法命中率 %+d％,Lv9 物理/魔法命中率 %+d％ ~ %+d％,0,1300,9,1,466,14,14,2,2
1310,Lv10 物理/魔法命中率 %+d％,Lv10 物理/魔法命中率 %+d％ ~ %+d％,0,1300,10,1,466,17,17,3,3
1311,Lv1 物理/魔法命中率 %+d％,Lv1 物理/魔法命中率 %+d％ ~ %+d％,0,1300,1,1,466,1,2,1,2
1312,Lv2 物理/魔法命中率 %+d％,Lv2 物理/魔法命中率 %+d％ ~ %+d％,0,1300,2,1,466,2,3,1,2
1313,Lv3 物理/魔法命中率 %+d％,Lv3 物理/魔法命中率 %+d％ ~ %+d％,0,1300,3,1,466,3,5,1,2
1314,Lv4 物理/魔法命中率 %+d％,Lv4 物理/魔法命中率 %+d％ ~ %+d％,0,1300,4,1,466,4,6,1,2
1315,Lv5 物理/魔法命中率 %+d％,Lv5 物理/魔法命中率 %+d％ ~ %+d％,0,1300,5,1,466,6,9,2,3
1316,Lv6 物理/魔法命中率 %+d％,Lv6 物理/魔法命中率 %+d％ ~ %+d％,0,1300,6,1,466,8,12,2,3
1317,Lv7 物理/魔法命中率 %+d％,Lv7 物理/魔法命中率 %+d％ ~ %+d％,0,1300,7,1,466,10,15,2,3
1318,Lv8 物理/魔法命中率 %+d％,Lv8 物理/魔法命中率 %+d％ ~ %+d％,0,1300,8,1,466,12,18,2,3
1319,Lv9 物理/魔法命中率 %+d％,Lv9 物理/魔法命中率 %+d％ ~ %+d％,0,1300,9,1,466,14,21,2,3
1320,Lv10 物理/魔法命中率 %+d％,Lv10 物理/魔法命中率 %+d％ ~ %+d％,0,1300,10,1,466,17,26,3,5
1321,Lv1 物理/魔法命中率 %+d％,Lv1 物理/魔法命中率 %+d％ ~ %+d％,0,1300,1,1,466,1,2,1,2
1322,Lv2 物理/魔法命中率 %+d％,Lv2 物理/魔法命中率 %+d％ ~ %+d％,0,1300,2,1,466,2,3,1,2
1323,Lv3 物理/魔法命中率 %+d％,Lv3 物理/魔法命中率 %+d％ ~ %+d％,0,1300,3,1,466,3,5,1,2
1324,Lv4 物理/魔法命中率 %+d％,Lv4 物理/魔法命中率 %+d％ ~ %+d％,0,1300,4,1,466,4,6,1,2
1325,Lv5 物理/魔法命中率 %+d％,Lv5 物理/魔法命中率 %+d％ ~ %+d％,0,1300,5,1,466,6,8,2,2
1326,Lv6 物理/魔法命中率 %+d％,Lv6 物理/魔法命中率 %+d％ ~ %+d％,0,1300,6,1,466,8,11,2,3
1327,Lv7 物理/魔法命中率 %+d％,Lv7 物理/魔法命中率 %+d％ ~ %+d％,0,1300,7,1,466,10,13,2,3
1328,Lv8 物理/魔法命中率 %+d％,Lv8 物理/魔法命中率 %+d％ ~ %+d％,0,1300,8,1,466,12,16,2,3
1329,Lv9 物理/魔法命中率 %+d％,Lv9 物理/魔法命中率 %+d％ ~ %+d％,0,1300,9,1,466,14,19,2,4
1330,Lv10 物理/魔法命中率 %+d％,Lv10 物理/魔法命中率 %+d％ ~ %+d％,0,1300,10,1,466,17,22,3,4
1331,Lv1 物理/魔法命中率 %+d％,Lv1 物理/魔法命中率 %+d％ ~ %+d％,0,1300,1,1,466,1,3,1,3
1332,Lv2 物理/魔法命中率 %+d％,Lv2 物理/魔法命中率 %+d％ ~ %+d％,0,1300,2,1,466,2,5,1,3
1333,Lv3 物理/魔法命中率 %+d％,Lv3 物理/魔法命中率 %+d％ ~ %+d％,0,1300,3,1,466,3,8,1,3
1334,Lv4 物理/魔法命中率 %+d％,Lv4 物理/魔法命中率 %+d％ ~ %+d％,0,1300,4,1,466,4,9,1,3
1335,Lv5 物理/魔法命中率 %+d％,Lv5 物理/魔法命中率 %+d％ ~ %+d％,0,1300,5,1,466,6,12,2,3
1336,Lv6 物理/魔法命中率 %+d％,Lv6 物理/魔法命中率 %+d％ ~ %+d％,0,1300,6,1,466,8,17,2,5
1337,Lv7 物理/魔法命中率 %+d％,Lv7 物理/魔法命中率 %+d％ ~ %+d％,0,1300,7,1,466,10,20,2,5
1338,Lv8 物理/魔法命中率 %+d％,Lv8 物理/魔法命中率 %+d％ ~ %+d％,0,1300,8,1,466,12,24,2,5
1339,Lv9 物理/魔法命中率 %+d％,Lv9 物理/魔法命中率 %+d％ ~ %+d％,0,1300,9,1,466,14,29,2,6
1340,Lv10 物理/魔法命中率 %+d％,Lv10 物理/魔法命中率 %+d％ ~ %+d％,0,1300,10,1,466,17,33,3,6
1341,Lv11 物理/魔法命中率 %+d％,Lv11 物理/魔法命中率 %+d％ ~ %+d％,0,1300,11,1,466,20,20,3,3
1342,Lv12 物理/魔法命中率 %+d％,Lv12 物理/魔法命中率 %+d％ ~ %+d％,0,1300,12,1,466,23,23,3,3
1343,Lv13 物理/魔法命中率 %+d％,Lv13 物理/魔法命中率 %+d％ ~ %+d％,0,1300,13,1,466,26,26,4,4
1344,Lv14 物理/魔法命中率 %+d％,Lv14 物理/魔法命中率 %+d％ ~ %+d％,0,1300,14,1,466,29,29,4,4
1345,Lv15 物理/魔法命中率 %+d％,Lv15 物理/魔法命中率 %+d％ ~ %+d％,0,1300,15,1,466,33,33,5,5
1346,Lv11 物理/魔法命中率 %+d％,Lv11 物理/魔法命中率 %+d％ ~ %+d％,0,1300,11,1,466,21,21,3,4
1347,Lv12 物理/魔法命中率 %+d％,Lv12 物理/魔法命中率 %+d％ ~ %+d％,0,1300,12,1,466,25,25,3,4
1348,Lv13 物理/魔法命中率 %+d％,Lv13 物理/魔法命中率 %+d％ ~ %+d％,0,1300,13,1,466,28,29,4,5
1349,Lv14 物理/魔法命中率 %+d％,Lv14 物理/魔法命中率 %+d％ ~ %+d％,0,1300,14,1,466,31,33,4,5
1350,Lv15 物理/魔法命中率 %+d％,Lv15 物理/魔法命中率 %+d％ ~ %+d％,0,1300,15,1,466,35,38,6,7
1351,Lv1 物理/魔法命中率 %+d％,Lv1 物理/魔法命中率 %+d％ ~ %+d％,0,1300,1,1,466,-1,-1,-1,-1
1352,Lv2 物理/魔法命中率 %+d％,Lv2 物理/魔法命中率 %+d％ ~ %+d％,0,1300,2,1,466,-2,-2,-1,-1
1353,Lv3 物理/魔法命中率 %+d％,Lv3 物理/魔法命中率 %+d％ ~ %+d％,0,1300,3,1,466,-3,-3,-1,-1
1354,Lv4 物理/魔法命中率 %+d％,Lv4 物理/魔法命中率 %+d％ ~ %+d％,0,1300,4,1,466,-5,-5,-2,-2
